student_id,weak_kcs,n_weak,weakest_5,related_kcs
user4041,Meet-in-the-middle;geometry;hashing,3,geometry;Meet-in-the-middle;hashing;Graph Representation;graph matchings,Hash Map;brute force;dp;strings
user4042,Binary Search on Array;Bitmask DP;Coordinate Compression;Knapsack;Lazy Segment Tree;Mo's Algorithm;Ordered Set;Segment Tree;graph matchings,9,Ordered Set;Lazy Segment Tree;Knapsack;Mo's Algorithm;graph matchings,1D DP;2D DP;Recursion;Sliding Window;Sqrt Decomposition;bitmasks;data structures;sortings
user4045,,0,2D DP;Knapsack;Priority Queue;Combinations;hashing,
user4088,2D DP;Hash Map;geometry;graph matchings,4,graph matchings;geometry;Hash Map;2D DP;flows,1D DP;data structures
user4108,2D DP;Binary Search on Array;Bipartite Graph Check;DP on DAG;Interval DP;Longest Common Subsequence;Longest Increasing Subsequence;Orientation Test;Permutations;Tree Diameter;dsu;flows;geometry,13,Orientation Test;geometry;Binary Search on Array;Interval DP;Longest Common Subsequence,1D DP;BFS;DFS;Distance Between Points;Queue;Stack;Topological Sort;Tree DFS;dp;graphs;math;shortest paths;sortings
user4122,Strongly Connected Components;Topological Sort;combinatorics;games;hashing;interactive;strings,7,hashing;games;interactive;strings;Topological Sort,BFS;Connected Components;DFS;Hash Map;Simulation;data structures;math
user4123,Bitmask DP;Connected Components;DFS;Hash Map;Prime Sieve;Segment Tree;Stack;Tree DFS;divide and conquer;dsu;graph matchings;graphs;trees,13,divide and conquer;Bitmask DP;DFS;dsu;graphs,1D DP;BFS;Graph Representation;Queue;Recursion;bitmasks;data structures;dp;math
user4127,2D DP;Backtracking;Bitmask DP;Bitmask Enumeration;Knapsack;Line Intersection;Meet-in-the-middle;State Simulation;Tree DFS;Tree DP;Two Pointers on Sorted Array;divide and conquer;fft;geometry;trees,15,geometry;Meet-in-the-middle;Line Intersection;divide and conquer;fft,1D DP;DFS;Distance Between Points;Orientation Test;Recursion;bitmasks;brute force;data structures;dp;graphs;math;sortings
user4138,2D DP;Binary Search on Array;Brute Force Enumeration;DFS;Interval Scheduling;Meet-in-the-middle;Ordered Set;Prefix Sum;binary search;brute force;data structures;divide and conquer;dp;games;geometry;graphs;greedy;interactive;probabilities;shortest paths;strings;trees;two pointers,23,divide and conquer;geometry;shortest paths;Ordered Set;trees,1D DP;Graph Representation;Recursion;Simulation;Stack;combinatorics;implementation;math;sortings
user4139,Binary Search on Array;Connected Components;DFS;Monotonic Stack;Segment Tree;State Simulation;Suffix Array;Tree DP;binary search;data structures;dsu;graphs;hashing;interactive;string suffix structures;trees,16,Monotonic Stack;dsu;string suffix structures;graphs;Connected Components,BFS;Graph Representation;Hash Map;Queue;Recursion;Simulation;Stack;String Matching;Tree DFS;dp;sortings;strings
user4142,Stack;geometry;hashing,3,geometry;hashing;Stack;Convex Hull;Distance Between Points,Hash Map;strings
user4148,Binary Search on Answer;Binary Search on Array;Distance Between Points;Hash Map;Knapsack;Max Flow;Ordered Set;Prime Factorization;Prime Sieve;Priority Queue;Segment Tree;Tree DP;Tree Diameter;binary search;bitmasks;brute force;combinatorics;constructive algorithms;data structures;divide and conquer;dp;flows;graph matchings;graphs;greedy;hashing;interactive;math;number theory;sortings;trees;two pointers,32,Max Flow;hashing;flows;two pointers;Hash Map,2D DP;Queue;Recursion;Simulation;Stack;Tree DFS;implementation;shortest paths;strings
user4154,Lazy Segment Tree;Prime Sieve;geometry;graph matchings,4,geometry;Lazy Segment Tree;graph matchings;Prime Sieve;Orientation Test,Segment Tree;math
user4163,2D DP;Bitmask DP;DFS;Distance Between Points;Inclusion-Exclusion;brute force;geometry;graphs;hashing;two pointers,10,graphs;two pointers;geometry;Distance Between Points;Bitmask DP,1D DP;Combinations;Graph Representation;Hash Map;Permutations;bitmasks;data structures;implementation;math;strings
user4167,2D DP;Combinations;Tree DP;flows;geometry;graph matchings;hashing,7,Tree DP;geometry;graph matchings;Combinations;flows,1D DP;Hash Map;Tree DFS;dp;graphs;math;shortest paths;strings
user4173,Custom Comparator Sorting;Hash Map;KMP;Max Flow;Prefix Sum;Stack;Strongly Connected Components;geometry;two pointers,9,Stack;Prefix Sum;two pointers;geometry;Custom Comparator Sorting,BFS;Prefix Function;Priority Queue;String Matching;data structures;graphs;sortings
user4177,2D DP;Backtracking;Interval DP;Orientation Test;State Simulation;geometry;graph matchings;interactive,8,State Simulation;Backtracking;graph matchings;interactive;Orientation Test,1D DP;Distance Between Points;Recursion;Simulation
user4179,2D DP;Bitmask Enumeration;flows;geometry,4,Bitmask Enumeration;flows;2D DP;geometry;Polygon Area,1D DP;graphs;math;shortest paths
user4183,Brute Force Enumeration;Prefix Sum;Tree DFS;Tree DP;Trie;data structures;divide and conquer;dsu;geometry;graphs;hashing;strings;trees,13,divide and conquer;Tree DP;Tree DFS;trees;strings,DFS;Hash Map;Queue;Stack;String Matching;dp
user420,2-sat;Binary Lifting;DFS;Dijkstra;Suffix Array;geometry;graph matchings;shortest paths,8,Dijkstra;Binary Lifting;Suffix Array;shortest paths;DFS,Graph Representation;Priority Queue;Sparse Table;String Matching;Strongly Connected Components;Tree DFS;graphs;sortings
user4202,1D DP;2D DP;Binary Search on Answer;Binary Search on Array;DP on DAG;Hash Map;Monotonic Stack;Ordered Set;binary search;brute force;combinatorics;data structures;divide and conquer;dp;flows;geometry;graphs;interactive;probabilities;shortest paths;trees;two pointers,22,shortest paths;interactive;Hash Map;flows;Ordered Set,Recursion;Simulation;Stack;Topological Sort;implementation;math;sortings
user4209,1D DP;Longest Increasing Subsequence;Meet-in-the-middle;Stack;State Simulation;Two Pointers on Sorted Array;data structures;divide and conquer;dp;dsu;fft;graphs;interactive;shortest paths;trees;two pointers,16,trees;two pointers;data structures;dsu;divide and conquer,Queue;Recursion;Simulation;brute force;sortings
user4223,1D DP;Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Two Pointers on Sorted Array;binary search;bitmasks;divide and conquer;dp;hashing;two pointers,11,Two Pointers on Sorted Array;Binary Search on Answer;Bitmask Enumeration;1D DP;two pointers,Hash Map;Recursion;brute force;data structures;graphs;math;sortings;strings
user423,Binary Search on Array;Max Flow;Multiset;Prime Sieve;geometry,5,geometry;Multiset;Prime Sieve;Binary Search on Array;Max Flow,Hash Map;Priority Queue;data structures;graphs;math;sortings
user4233,Bitmask Enumeration;Divisors;Fast Exponentiation;Meet-in-the-middle;Prime Factorization;Prime Sieve;binary search;bitmasks;hashing;shortest paths,10,Fast Exponentiation;Prime Sieve;Prime Factorization;Bitmask Enumeration;Meet-in-the-middle,GCD;Hash Map;brute force;dp;graphs;math;sortings;strings
user4239,Activity Selection;Ordered Set;flows;trees,4,Activity Selection;trees;flows;Ordered Set;string suffix structures,data structures;graphs;shortest paths;sortings
user4259,Bitmask Enumeration,1,Bitmask Enumeration;Palindrome Detection;Max Flow;flows;Sliding Window,math
user4280,BFS;Max Flow;chinese remainder theorem;flows;geometry;graph matchings;shortest paths,7,shortest paths;chinese remainder theorem;BFS;graph matchings;geometry,Graph Representation;Modular Arithmetic;Modular Inverse;Priority Queue;graphs
user4281,2D DP;DP on DAG;Distance Between Points;Fast Exponentiation;geometry;trees,6,trees;2D DP;Fast Exponentiation;geometry;DP on DAG,1D DP;Topological Sort;data structures;dp;graphs;math
user4286,Binary Lifting;Distance Between Points;Lazy Segment Tree;Line Intersection;Orientation Test;Polygon Area;games;geometry;graph matchings,9,Line Intersection;Orientation Test;geometry;Polygon Area;Distance Between Points,Segment Tree;Sparse Table;Tree DFS;combinatorics;math
user429,,0,trees;Tree DP;graphs;dp;brute force,
user4295,,0,hashing;binary search;strings;Tree DP;Suffix Automaton,
user4308,Interval DP;Max Flow;geometry,3,Max Flow;geometry;Interval DP;Polygon Area;flows,2D DP;Priority Queue;graphs
user4314,flows,1,flows;shortest paths;BFS;Max Flow;Orientation Test,graphs;shortest paths
user4316,2D DP;Dijkstra;Monotonic Stack;Prime Factorization;Prime Sieve;Suffix Automaton;Tree DFS;Tree DP;dsu;graphs;shortest paths;string suffix structures;strings;ternary search,14,string suffix structures;Prime Factorization;Monotonic Stack;Prime Sieve;Tree DP,1D DP;Binary Search on Answer;DFS;Graph Representation;Priority Queue;Queue;Stack;String Matching;Z Algorithm;binary search;data structures;dp;math;sortings
user4318,Activity Selection;Orientation Test;Priority Queue;divide and conquer;flows;graph matchings;shortest paths,7,graph matchings;shortest paths;Priority Queue;Orientation Test;flows,Distance Between Points;Queue;Stack;dp;graphs;sortings
user4328,Binary Search on Answer;Dijkstra;Prime Factorization;Segment Tree;data structures;graphs;shortest paths,7,Segment Tree;Prime Factorization;shortest paths;Dijkstra;Binary Search on Answer,Binary Search on Array;Graph Representation;Prime Sieve;Priority Queue;Recursion
user4331,2-sat;Convex Hull;Line Intersection;Max Flow;Ordered Set;Orientation Test;graph matchings,7,Ordered Set;Line Intersection;Orientation Test;graph matchings;Max Flow,Distance Between Points;Priority Queue;Strongly Connected Components;data structures;graphs;sortings
user4340,Line Intersection;divide and conquer;geometry,3,Line Intersection;geometry;divide and conquer;flows;graph matchings,Distance Between Points;Orientation Test;dp;graphs
user4371,Modular Combinations;Prime Factorization;Prime Sieve;Segment Tree;chinese remainder theorem;geometry,6,chinese remainder theorem;Prime Factorization;Prime Sieve;geometry;Segment Tree,Combinations;Modular Arithmetic;Modular Inverse;Recursion;data structures;math
user4377,Cycle Detection;Hash Map;chinese remainder theorem;geometry;graph matchings;interactive,6,geometry;graph matchings;Cycle Detection;chinese remainder theorem;interactive,BFS;DFS;Modular Arithmetic;Modular Inverse;Simulation;data structures
user4384,DFS;Expected Value;Prime Sieve;fft;flows;games;graph matchings;probabilities;ternary search;trees,10,graph matchings;flows;probabilities;Expected Value;ternary search,Binary Search on Answer;Graph Representation;combinatorics;data structures;dp;graphs;math;shortest paths
user4392,Bitmask Enumeration;Distance Between Points;Fenwick Tree;Segment Tree;Topological Sort;bitmasks;games;geometry;ternary search;trees,10,Fenwick Tree;Segment Tree;Bitmask Enumeration;trees;bitmasks,Binary Search on Answer;Connected Components;DFS;Recursion;brute force;combinatorics;data structures;graphs;math;sortings
user4408,Distance Between Points;dsu;geometry;shortest paths,4,dsu;shortest paths;geometry;Distance Between Points;graph matchings,Queue;Stack;graphs;math
user442,BFS;DFS;Interval Scheduling;Meet-in-the-middle;Prime Sieve;Sliding Window;divide and conquer;flows;geometry;graph matchings;graphs;shortest paths;string suffix structures;ternary search;trees,15,divide and conquer;string suffix structures;trees;ternary search;shortest paths,Binary Search on Answer;Graph Representation;binary search;brute force;data structures;dp;math;sortings;strings
user4426,Activity Selection;Binary Search on Array;Difference Array;Graph Representation;Knapsack;Meet-in-the-middle;Orientation Test;Prefix Function;Priority Queue;Segment Tree;Stack;State Simulation;Tree DP;dp;geometry,15,Stack;Priority Queue;geometry;State Simulation;Tree DP,2D DP;Distance Between Points;Queue;Recursion;String Matching;Tree DFS;brute force;data structures;sortings
user4440,2-sat;2D DP;BFS;Dijkstra;Hash Map;KMP;Max Flow;Strongly Connected Components;flows;geometry;graph matchings;graphs;shortest paths;trees,14,graph matchings;shortest paths;Max Flow;2-sat;BFS,1D DP;Graph Representation;Prefix Function;Priority Queue;String Matching;data structures
user4443,Distance Between Points;Knapsack;Priority Queue;Z Algorithm;dsu;geometry;graph matchings;strings,8,Z Algorithm;Knapsack;graph matchings;Priority Queue;strings,2D DP;Queue;Stack;String Matching;data structures;math
user4454,BFS;GCD;Tree DP;Two Pointers on Sorted Array;divide and conquer;dp;dsu;geometry;graphs;number theory;probabilities;shortest paths;trees,13,shortest paths;BFS;divide and conquer;geometry;Tree DP,Graph Representation;Queue;Recursion;Stack;Tree DFS;brute force;combinatorics;data structures;math;sortings
user4459,Binary Lifting;Binary Search on Answer;Binary Search on Array;Distance Between Points;Segment Tree;binary search;bitmasks;divide and conquer;trees,9,Distance Between Points;divide and conquer;trees;Binary Search on Array;Segment Tree,Recursion;Sparse Table;Tree DFS;brute force;data structures;dp;graphs;math;sortings
user4461,Distance Between Points;Knapsack;geometry;graph matchings,4,Knapsack;geometry;Distance Between Points;graph matchings;Max Flow,2D DP;math
user4466,Distance Between Points;Max Flow;flows;geometry,4,geometry;Distance Between Points;Max Flow;flows;Bipartite Graph Check,Priority Queue;graphs;math;shortest paths
user447,Distance Between Points;Lowest Common Ancestor;Meet-in-the-middle;geometry,4,geometry;Meet-in-the-middle;Distance Between Points;Lowest Common Ancestor;fft,Tree DFS;brute force;dp;math
user4477,Max Flow;flows;geometry;graph matchings,4,geometry;Max Flow;graph matchings;flows;Distance Between Points,Priority Queue;graphs;shortest paths
user4493,BFS;Prefix Sum;Tree DP;binary search;brute force;dsu;geometry,7,binary search;Tree DP;dsu;BFS;brute force,Graph Representation;Queue;Stack;Tree DFS;dp;implementation;math;sortings
user4499,Expected Value;Segment Tree;flows,3,Segment Tree;flows;Expected Value;hashing;strings,Recursion;combinatorics;data structures;graphs;shortest paths
user4536,1D DP;Binary Search on Answer;Binary Search on Array;Longest Increasing Subsequence;Meet-in-the-middle;Prime Factorization;Stack;binary search;data structures;dsu;shortest paths;string suffix structures,12,string suffix structures;Binary Search on Array;Prime Factorization;shortest paths;Meet-in-the-middle,Prime Sieve;Queue;Recursion;brute force;dp;graphs;sortings;strings
user4549,1D DP;2D DP;Binary Search on Answer;Binary Search on Array;Graph Representation;Hash Map;Segment Tree;State Simulation;String Matching;divide and conquer;geometry;graphs;interactive;shortest paths;trees,15,divide and conquer;shortest paths;Graph Representation;Binary Search on Array;trees,Recursion;Simulation;data structures;dp;sortings
user4558,BFS;Binary Search on Answer;Difference Array;Fast Exponentiation;Graph Representation;Ordered Set;data structures;dsu;flows;graph matchings;shortest paths;two pointers,12,Graph Representation;BFS;Difference Array;Ordered Set;dsu,Binary Search on Array;Queue;Stack;graphs;math
user4561,Binary Search on Array;Custom Comparator Sorting;Edit Distance;Line Intersection;Monotonic Stack;geometry;graph matchings;interactive;shortest paths,9,geometry;Line Intersection;Custom Comparator Sorting;Monotonic Stack;interactive,2D DP;Distance Between Points;Longest Common Subsequence;Orientation Test;Simulation;Stack;graphs;sortings
user457,Hash Map;chinese remainder theorem;flows;graph matchings,4,graph matchings;chinese remainder theorem;Hash Map;flows;Polygon Area,Modular Arithmetic;Modular Inverse;data structures;graphs;shortest paths
user4579,Binary Search on Answer,1,Binary Search on Answer;binary search;brute force;graphs;Tree DFS,Binary Search on Array
user4598,Convex Hull;geometry;interactive,3,geometry;Convex Hull;interactive;Graph Representation;flows,Distance Between Points;Orientation Test;Simulation;sortings
user46,Bitmask Enumeration;Ordered Set;Sliding Window;bitmasks;flows;geometry;ternary search,7,Ordered Set;geometry;Bitmask Enumeration;Sliding Window;flows,Binary Search on Answer;brute force;data structures;graphs;math;shortest paths;sortings
user4601,Bipartite Graph Check;Orientation Test;Tree DFS;geometry;graph matchings;graphs;trees,7,graph matchings;Tree DFS;geometry;trees;Orientation Test,BFS;DFS;Distance Between Points;data structures
user4617,Binary Lifting;Bitmask Enumeration;DP on DAG;Distance Between Points;Knapsack;Max Flow;Segment Tree;Stack;Tree Diameter;divide and conquer;geometry;graphs;interactive;ternary search,14,geometry;Max Flow;Stack;Bitmask Enumeration;Distance Between Points,2D DP;Binary Search on Answer;Priority Queue;Recursion;Simulation;Sparse Table;Topological Sort;Tree DFS;data structures;dp;math
user4619,Backtracking;Binary Search on Array;Difference Array;Distance Between Points;Orientation Test;Prefix Sum;Prime Factorization;Prime Sieve;Sliding Window;Trie;data structures;dsu;games;geometry;graphs;interactive;math;number theory;trees,19,Prime Factorization;Prime Sieve;Orientation Test;Difference Array;number theory,Queue;Recursion;Simulation;Stack;String Matching;combinatorics;sortings
user463,Graph Representation;Hash Map;Prefix Sum;Segment Tree;Tree DFS;data structures;dsu;graphs;interactive;shortest paths;trees,11,Prefix Sum;Hash Map;Graph Representation;Segment Tree;trees,DFS;Queue;Recursion;Simulation;Stack
user4650,BFS;Bipartite Graph Check;geometry,3,geometry;Bipartite Graph Check;BFS;Line Intersection;graph matchings,DFS;Graph Representation
user4655,2D DP;Binary Search on Answer;Binary Search on Array;Bipartite Graph Check;Cycle Detection;Dijkstra;Fenwick Tree;Knapsack;Monotonic Stack;Tree DP;flows;geometry;graph matchings;interactive;shortest paths,15,graph matchings;Binary Search on Array;geometry;interactive;shortest paths,1D DP;BFS;DFS;Graph Representation;Priority Queue;Simulation;Stack;Tree DFS;data structures;dp;graphs;sortings
user466,Cycle Detection;Expected Value;Knapsack;dsu;fft;geometry;interactive;probabilities;shortest paths;ternary search,10,probabilities;dsu;geometry;fft;ternary search,2D DP;BFS;Binary Search on Answer;DFS;Queue;Simulation;Stack;combinatorics;dp;graphs
user4666,2-sat;2D DP;Binary Lifting;Binary Search on Answer;Binary Search on Array;Bitmask DP;Custom Comparator Sorting;Distance Between Points;Interval DP;Interval Scheduling;Knapsack;Line Intersection;Max Flow;Orientation Test;Suffix Array;Tree Diameter;bitmasks;dsu;fft;geometry;graph matchings,21,Distance Between Points;geometry;fft;Line Intersection;Orientation Test,1D DP;Priority Queue;Queue;Sparse Table;Stack;String Matching;Strongly Connected Components;Tree DFS;brute force;dp;graphs;math;sortings
user4672,Brute Force Enumeration;Distance Between Points;Priority Queue;Sliding Window;Stack;Tree DFS;Tree DP;Two Pointers on Sorted Array;flows;geometry;graph matchings;graphs;hashing;interactive;shortest paths;trees;two pointers,17,Sliding Window;Stack;Tree DP;two pointers;Tree DFS,DFS;Hash Map;Queue;Simulation;data structures;dp;math;sortings;strings
user4675,1D DP;2D DP;BFS;Bitmask DP;Bitmask Enumeration;Dijkstra;Distance Between Points;Greedy Sorting;Ordered Set;Permutations;Queue;Segment Tree;Tree DFS;binary search;bitmasks;brute force;data structures;divide and conquer;dp;dsu;games;geometry;graphs;greedy;math;shortest paths;sortings;trees,28,Queue;data structures;Bitmask Enumeration;Segment Tree;games,DFS;Graph Representation;Priority Queue;Recursion;Stack;combinatorics;implementation
user4682,Bitmask DP;Dijkstra;Knapsack;LCM;Suffix Array;chinese remainder theorem;dsu;graph matchings;shortest paths;ternary search,10,chinese remainder theorem;LCM;Knapsack;ternary search;Suffix Array,1D DP;2D DP;Binary Search on Answer;GCD;Graph Representation;Modular Arithmetic;Modular Inverse;Priority Queue;Queue;Stack;String Matching;bitmasks;graphs;sortings
user4685,Knapsack;Prefix Function;geometry,3,geometry;Prefix Function;Knapsack;flows;Line Intersection,2D DP;String Matching
user4686,2D DP;Activity Selection;Binary Search on Answer;Distance Between Points;Fenwick Tree;Greedy Sorting;Polygon Area;Sliding Window;Stack;Two Pointers on Sorted Array;binary search;divide and conquer;geometry;greedy;sortings;ternary search;trees;two pointers,18,geometry;Polygon Area;Distance Between Points;Two Pointers on Sorted Array;Greedy Sorting,1D DP;Binary Search on Array;brute force;data structures;dp;graphs;math
user4690,Bipartite Graph Check;DFS;String Matching;Suffix Automaton;binary search;data structures;dp;graphs;hashing;sortings;string suffix structures;strings;trees;two pointers,14,data structures;two pointers;hashing;graphs;string suffix structures,BFS;Graph Representation;Hash Map;Recursion;Z Algorithm;brute force
user4706,2D DP;dsu;flows;geometry,4,geometry;2D DP;dsu;flows;Distance Between Points,1D DP;Queue;Stack;graphs;shortest paths
user4710,Binary Search on Answer;Line Intersection;Max Flow;flows;geometry;graph matchings;graphs;shortest paths,8,geometry;Max Flow;Line Intersection;graph matchings;shortest paths,Binary Search on Array;Distance Between Points;Orientation Test;Priority Queue
user4718,2D DP;Fenwick Tree;geometry,3,Fenwick Tree;2D DP;geometry;Priority Queue;divide and conquer,1D DP;data structures;sortings
user473,Max Flow;geometry;graph matchings,3,graph matchings;geometry;Max Flow;Bipartite Graph Check;Interval DP,Priority Queue;graphs
user4734,2D DP;Bitmask Enumeration;Coordinate Compression;Prefix Sum;Segment Tree;Stack;data structures;divide and conquer;games;geometry;two pointers,11,geometry;2D DP;Segment Tree;divide and conquer;Bitmask Enumeration,1D DP;Recursion;combinatorics;dp;graphs;math;sortings
user4737,Digit DP;Expected Value;flows;probabilities,4,flows;probabilities;Expected Value;Digit DP;Max Flow,1D DP;combinatorics;graphs;shortest paths
user475,1D DP;2D DP;Multiset;Queue;State Simulation;data structures;divide and conquer;dp;dsu;flows;geometry;graphs;interactive;shortest paths;trees;two pointers,16,shortest paths;two pointers;geometry;Queue;1D DP,Hash Map;Recursion;Simulation;Stack;brute force
user4758,Connected Components;DFS;Polygon Area;Tree DFS;geometry;interactive;two pointers,7,geometry;Polygon Area;Tree DFS;interactive;Connected Components,BFS;Distance Between Points;Graph Representation;Simulation;data structures
user476,bitmasks;fft;games,3,fft;bitmasks;games;graph matchings;Bipartite Graph Check,brute force;combinatorics;dp;math
user4762,,0,Two Pointers on Sorted Array;2D DP;hashing;graphs;combinatorics,
user478,Binary Search on Answer;Bipartite Graph Check;Cycle Detection;Knapsack;Line Intersection;Max Flow;String Matching;binary search;bitmasks;dsu;flows;geometry;graph matchings;hashing;sortings;strings,16,Max Flow;geometry;Line Intersection;hashing;bitmasks,2D DP;BFS;Binary Search on Array;DFS;Distance Between Points;Hash Map;Orientation Test;Priority Queue;Queue;Stack;brute force;data structures;graphs;math;shortest paths
user4785,1D DP;Backtracking;Brute Force Enumeration;Tree DFS;Tree DP;brute force;combinatorics;divide and conquer;dp;dsu;geometry;hashing;trees;two pointers,14,Tree DP;hashing;Backtracking;1D DP;combinatorics,DFS;Hash Map;Queue;Recursion;Stack;data structures;graphs;implementation;math;strings
user4804,data structures;dsu;geometry;ternary search,4,geometry;ternary search;dsu;data structures;Priority Queue,Binary Search on Answer;Queue;Stack
user4808,Hash Map;Max Flow;Orientation Test;Tree DFS;Tree DP;binary search;data structures;flows;geometry;hashing;trees;two pointers,12,Tree DP;Max Flow;hashing;two pointers;binary search,DFS;Distance Between Points;Priority Queue;dp;graphs;shortest paths;sortings;strings
user482,2D DP;Binary Search on Array;Edit Distance;binary search;geometry;graph matchings,6,Edit Distance;2D DP;Binary Search on Array;binary search;geometry,1D DP;Longest Common Subsequence;sortings
user4827,Strongly Connected Components;geometry,2,geometry;Strongly Connected Components;Convex Hull;Max Flow;flows,BFS
user4832,Dijkstra;geometry;graph matchings,3,graph matchings;geometry;Dijkstra;Meet-in-the-middle;Orientation Test,Graph Representation;Priority Queue
user4835,Binary Search on Array;Knapsack;Priority Queue;geometry;graph matchings;interactive,6,graph matchings;geometry;Knapsack;interactive;Binary Search on Array,2D DP;Queue;Simulation;Stack;sortings
user4841,Binary Search on Answer;Binary Search on Array;Meet-in-the-middle;Prime Factorization;Stack;Tree DFS;binary search;chinese remainder theorem;data structures;dsu;flows;games;graph matchings;interactive;ternary search,15,chinese remainder theorem;Meet-in-the-middle;flows;dsu;games,DFS;Modular Arithmetic;Modular Inverse;Prime Sieve;Queue;Simulation;brute force;combinatorics;dp;graphs;math;shortest paths;sortings
user4845,Distance Between Points;Expected Value;Ordered Set;Tree DFS,4,Ordered Set;Tree DFS;Distance Between Points;Expected Value;ternary search,DFS;combinatorics;data structures;math
user4856,Brute Force Enumeration;String Matching;graphs;hashing;strings;trees,6,hashing;strings;String Matching;Brute Force Enumeration;trees,Hash Map;data structures
user4867,Max Flow;Prefix Function;Stack;geometry;graph matchings,5,graph matchings;Stack;geometry;Max Flow;Prefix Function,Priority Queue;String Matching;graphs
user4875,2D DP;Backtracking;Binary Search on Answer;Binary Search on Array;Graph Representation;Hash Map;Prime Factorization;Prime Sieve;binary search;flows;games;geometry;graphs;interactive;shortest paths;ternary search,16,interactive;2D DP;Binary Search on Answer;Backtracking;Prime Sieve,1D DP;Recursion;Simulation;combinatorics;data structures;math;sortings
user4878,1D DP;Conditional Probability;Longest Increasing Subsequence;binary search;bitmasks;dp;hashing;probabilities;string suffix structures;two pointers,10,string suffix structures;probabilities;Conditional Probability;hashing;binary search,Expected Value;Hash Map;Recursion;brute force;combinatorics;data structures;math;sortings;strings
user4882,Coordinate Compression;DFS;Line Intersection;Max Flow;Tree DFS;Tree DP;geometry;graph matchings;hashing;trees,10,graph matchings;geometry;hashing;Line Intersection;Max Flow,Distance Between Points;Graph Representation;Hash Map;Orientation Test;Priority Queue;data structures;dp;graphs;sortings;strings
user489,2-sat;Cycle Detection;Polygon Area;flows;geometry;graph matchings,6,graph matchings;Cycle Detection;geometry;Polygon Area;2-sat,BFS;DFS;Distance Between Points;Strongly Connected Components;graphs;shortest paths
user4895,2D DP;Floyd-Warshall;geometry;shortest paths,4,shortest paths;Floyd-Warshall;2D DP;geometry;Distance Between Points,1D DP;dp;graphs
user4898,2D DP;Activity Selection;Backtracking;Bitmask DP;Bitmask Enumeration;Divisors;Interval Scheduling;Meet-in-the-middle;Segment Tree;State Simulation;Suffix Array;Tree DFS;bitmasks;data structures;divide and conquer;fft;graph matchings;hashing;interactive;string suffix structures;ternary search;trees,22,Meet-in-the-middle;string suffix structures;Bitmask DP;2D DP;Interval Scheduling,1D DP;Binary Search on Answer;DFS;GCD;Hash Map;Prime Factorization;Recursion;Simulation;String Matching;binary search;brute force;dp;graphs;math;sortings;strings
user4911,bitmasks,1,bitmasks;graphs;Tree DFS;Tree DP;sortings,brute force;math
user4912,,0,strings;String Matching;Bitmask Enumeration;Binary Search on Array;Greedy Sorting,
user4915,Bitmask Enumeration;Connected Components;Custom Comparator Sorting;DFS;Hash Map;Prefix Sum;binary search;bitmasks;geometry;graphs;hashing;interactive;trees;two pointers,14,Hash Map;graphs;Connected Components;Bitmask Enumeration;Custom Comparator Sorting,BFS;Graph Representation;Simulation;Stack;brute force;data structures;math;sortings;strings
user492,2D DP;Z Algorithm,2,2D DP;Z Algorithm;Distance Between Points;graph matchings;Prime Sieve,1D DP;String Matching
user4934,Brute Force Enumeration;Coordinate Compression;Fast Exponentiation;Meet-in-the-middle;Polygon Area;String Matching;Two Pointers on Sorted Array;brute force;divide and conquer;dsu;geometry;probabilities;string suffix structures;two pointers,14,Polygon Area;geometry;Coordinate Compression;Fast Exponentiation;divide and conquer,Distance Between Points;Queue;Stack;binary search;combinatorics;data structures;dp;graphs;implementation;math;sortings;strings
user4941,2D DP;Prime Factorization;Prime Sieve;geometry;hashing;interactive,6,2D DP;Prime Sieve;geometry;Prime Factorization;hashing,1D DP;Hash Map;Simulation;math;strings
user4954,Interval DP;dp;graph matchings,3,Interval DP;dp;graph matchings;geometry;matrices,2D DP;Recursion;brute force;data structures
user4966,Binary Search on Array;Hash Map;Knapsack;Priority Queue;dsu;ternary search,6,Priority Queue;Binary Search on Array;Hash Map;dsu;ternary search,2D DP;Binary Search on Answer;Queue;Stack;data structures;sortings
user4986,2-sat;Tree DP;divide and conquer;graph matchings,4,graph matchings;Tree DP;divide and conquer;2-sat;ternary search,Strongly Connected Components;Tree DFS;dp;graphs
user4987,2D DP;Binary Search on Array;Bipartite Graph Check;Fast Exponentiation;Stack;geometry,6,Binary Search on Array;Bipartite Graph Check;Stack;Fast Exponentiation;geometry,1D DP;BFS;DFS;math;sortings
user499,BFS;Connected Components;Graph Representation;divide and conquer;geometry;hashing;probabilities;shortest paths,8,geometry;hashing;shortest paths;BFS;Connected Components,DFS;Hash Map;combinatorics;dp;graphs;strings
user4995,2D DP;Ordered Set,2,Ordered Set;2D DP;Knapsack;combinatorics;dp,1D DP;data structures
user4996,Binary Search on Array;Connected Components;Sparse Table;data structures,4,Sparse Table;Binary Search on Array;Connected Components;data structures;Orientation Test,BFS;DFS;sortings
user5008,dsu,1,dsu;geometry;Distance Between Points;flows;graphs,Queue;Stack
user5009,Binary Lifting;Ordered Set;Prefix Sum;trees;two pointers,5,Binary Lifting;trees;Prefix Sum;two pointers;Ordered Set,Sparse Table;Stack;Tree DFS;data structures;graphs
user5025,,0,geometry;2-sat;Strongly Connected Components;Greedy Sorting;fft,
