student_id,weak_kcs,n_weak,weakest_5,related_kcs
user3188,2D DP;Distance Between Points;binary search;bitmasks;brute force;divide and conquer;geometry;graphs;interactive;trees,10,Distance Between Points;divide and conquer;trees;binary search;2D DP,1D DP;Simulation;data structures;dp;implementation;math;sortings
user3195,Longest Common Subsequence;geometry;graphs;shortest paths;trees,5,shortest paths;graphs;trees;geometry;Longest Common Subsequence,1D DP;data structures
user3201,DFS;Distance Between Points;Fenwick Tree;State Simulation;divide and conquer;fft;geometry;string suffix structures,8,Distance Between Points;geometry;Fenwick Tree;fft;string suffix structures,Graph Representation;Recursion;binary search;data structures;dp;graphs;math;sortings;strings
user3207,Bitmask DP;Hash Map;Priority Queue;geometry,4,geometry;Bitmask DP;Hash Map;Priority Queue;Distance Between Points,1D DP;Queue;Stack;bitmasks;data structures
user3220,binary search;two pointers,2,two pointers;binary search;geometry;graph matchings;shortest paths,data structures;sortings
user324,Binary Search on Array;Dijkstra;geometry;graph matchings;string suffix structures,5,geometry;graph matchings;Binary Search on Array;Dijkstra;string suffix structures,Graph Representation;Priority Queue;binary search;sortings;strings
user3245,,0,dsu;binary search;two pointers;Prefix Sum;graphs,
user3252,Activity Selection;Dijkstra;Ordered Set;String Matching;Tree DFS;Tree DP;graphs;hashing;shortest paths;sortings;trees,11,Activity Selection;sortings;Ordered Set;Dijkstra;Tree DP,DFS;Graph Representation;Hash Map;Priority Queue;data structures;dp;strings
user3253,Greedy Sorting;Segment Tree;Tree DFS;graphs;sortings;trees,6,trees;sortings;Greedy Sorting;graphs;Tree DFS,DFS;Recursion;data structures
user3261,Bipartite Graph Check;Distance Between Points;Max Flow;Meet-in-the-middle;divide and conquer;flows;geometry;graph matchings;graphs;trees,10,geometry;Distance Between Points;graph matchings;flows;trees,BFS;DFS;Priority Queue;brute force;data structures;dp;math;shortest paths
user3265,2D DP;BFS;Bipartite Graph Check;Distance Between Points;Tree DFS;Tree DP;flows;geometry;graph matchings;graphs;shortest paths;trees,12,geometry;Distance Between Points;graph matchings;flows;Bipartite Graph Check,1D DP;DFS;Graph Representation;data structures;dp;math
user3272,Binary Search on Array;Bitmask Enumeration;Distance Between Points;Fenwick Tree;Max Flow;Sliding Window;Stack;Tree DFS;Tree DP;binary search;bitmasks;data structures;divide and conquer;flows;geometry;number theory;probabilities;shortest paths;two pointers,19,Sliding Window;two pointers;flows;geometry;Stack,DFS;Priority Queue;brute force;combinatorics;dp;graphs;math;sortings
user3292,Knapsack;Max Flow;Tree DP;flows;geometry,5,Max Flow;flows;geometry;Knapsack;Tree DP,2D DP;Priority Queue;Tree DFS;dp;graphs;shortest paths
user3308,,0,geometry;flows;Two Pointers on Sorted Array;dsu;divide and conquer,
user3310,Binary Search on Answer,1,Binary Search on Answer;geometry;Distance Between Points;Priority Queue;Tree DP,Binary Search on Array
user3317,Priority Queue;flows;geometry;graph matchings;string suffix structures,5,string suffix structures;geometry;Priority Queue;flows;graph matchings,Queue;Stack;binary search;graphs;shortest paths;sortings;strings
user3328,Hash Map;Permutations;Sliding Window;binary search;data structures;geometry;graphs;interactive;shortest paths;trees;two pointers,11,shortest paths;Hash Map;Sliding Window;geometry;data structures,Simulation;math;sortings
user3336,BFS;Priority Queue;geometry;hashing;string suffix structures,5,geometry;string suffix structures;Priority Queue;hashing;BFS,Graph Representation;Hash Map;Queue;Stack;binary search;sortings;strings
user3360,Binary Search on Array;binary search;graphs,3,Binary Search on Array;graphs;binary search;shortest paths;Floyd-Warshall,sortings
user3363,Prime Sieve;Tree DFS;Tree DP;binary search;divide and conquer;dp;flows;geometry;graph matchings;graphs;shortest paths;trees,12,Tree DP;divide and conquer;trees;graphs;shortest paths,DFS;Recursion;brute force;data structures;math;sortings
user3376,Bipartite Graph Check;Dijkstra;Max Flow;Trie;flows;geometry;hashing;string suffix structures,8,Dijkstra;Max Flow;geometry;Bipartite Graph Check;string suffix structures,BFS;DFS;Graph Representation;Hash Map;Priority Queue;String Matching;binary search;graphs;shortest paths;sortings;strings
user3386,Digit DP;Tree DFS;geometry;graphs;trees,5,geometry;Digit DP;Tree DFS;trees;graphs,1D DP;DFS;data structures
user3392,Dijkstra;Priority Queue;geometry;shortest paths,4,geometry;shortest paths;Dijkstra;Priority Queue;Distance Between Points,Graph Representation;Queue;Stack;graphs
user3400,DFS;Dijkstra;Priority Queue;flows;geometry;graph matchings,6,geometry;Dijkstra;graph matchings;flows;Priority Queue,Graph Representation;Queue;Stack;graphs;shortest paths
user3401,Binary Search on Array;Dijkstra;Longest Common Subsequence;Simulation;flows;geometry;graphs;interactive;shortest paths;strings,10,geometry;flows;shortest paths;interactive;graphs,1D DP;Graph Representation;Priority Queue;data structures;sortings
user3407,2-sat;Dijkstra;Distance Between Points;Max Flow;Priority Queue;Topological Sort;Tree DP;flows;geometry;graph matchings;shortest paths;string suffix structures,12,graph matchings;Dijkstra;Max Flow;flows;Topological Sort,Connected Components;DFS;Graph Representation;Queue;Stack;Strongly Connected Components;Tree DFS;binary search;dp;graphs;math;sortings;strings
user3413,DFS;Dijkstra;Max Flow;Priority Queue;flows;geometry;graph matchings;shortest paths,8,geometry;Dijkstra;Max Flow;flows;graph matchings,Graph Representation;Queue;Stack;graphs
user3439,Dijkstra;Max Flow;Priority Queue;flows;geometry;graph matchings;shortest paths,7,geometry;Dijkstra;Max Flow;flows;graph matchings,Graph Representation;Queue;Stack;graphs
user3455,1D DP;Distance Between Points;divide and conquer;geometry;graphs;shortest paths;trees,7,shortest paths;divide and conquer;geometry;trees;Distance Between Points,Recursion;data structures;dp;math
user3474,Meet-in-the-middle;graphs;trees,3,Meet-in-the-middle;trees;graphs;geometry;2D DP,brute force;data structures;dp
user3486,2-sat;Binary Search on Array;Line Intersection;Orientation Test;Strongly Connected Components;binary search;flows;geometry;graph matchings,9,geometry;Line Intersection;flows;2-sat;Strongly Connected Components,BFS;Distance Between Points;graphs;shortest paths;sortings
user349,2D DP;Bitmask DP;Dijkstra;shortest paths,4,Bitmask DP;Dijkstra;2D DP;shortest paths;geometry,1D DP;Graph Representation;Priority Queue;bitmasks;graphs
user3514,DP on DAG;Dijkstra;Hash Map;Topological Sort;flows;geometry;shortest paths,7,geometry;DP on DAG;Topological Sort;flows;Hash Map,Connected Components;DFS;Graph Representation;Priority Queue;data structures;dp;graphs
user3520,,0,trees;graphs;sortings;dsu;Binary Search on Array,
user3538,Interval DP;graph matchings,2,Interval DP;graph matchings;flows;dsu;Stack,2D DP
user3541,1D DP;DFS;DP on DAG;Hash Map;Interval Scheduling;binary search;brute force;data structures;divide and conquer;dp;graphs;hashing;shortest paths;string suffix structures;strings;trees;two pointers,17,string suffix structures;Hash Map;two pointers;1D DP;hashing,Graph Representation;Recursion;Topological Sort;implementation;math;sortings
user3549,2-sat;Bipartite Graph Check;Bitmask DP;Distance Between Points;Knapsack;Max Flow;Strongly Connected Components;flows;geometry;graphs,10,Bipartite Graph Check;Strongly Connected Components;Max Flow;2-sat;graphs,1D DP;2D DP;BFS;DFS;Priority Queue;bitmasks;math;shortest paths
user3553,BFS;Binary Search on Array;Connected Components;Dijkstra;Distance Between Points;Tree DP;flows;geometry;graph matchings;graphs;shortest paths,11,geometry;Distance Between Points;graph matchings;flows;shortest paths,DFS;Graph Representation;Priority Queue;Tree DFS;dp;math;sortings
user3561,Connected Components;DFS;Dijkstra;Distance Between Points;flows;geometry;graph matchings;shortest paths,8,geometry;Distance Between Points;flows;Dijkstra;graph matchings,BFS;Graph Representation;Priority Queue;graphs;math
user3563,Backtracking;DP on DAG;Hash Map;Ordered Set;Segment Tree;State Simulation;Two Pointers on Sorted Array;binary search;data structures;dp;geometry;graphs;greedy;sortings;trees;two pointers,16,two pointers;Two Pointers on Sorted Array;data structures;dp;Ordered Set,Recursion;Topological Sort;brute force
user3565,2D DP;Digit DP;Dijkstra;Graph Representation;Prime Factorization;Prime Sieve;Tree DP;binary search;geometry;number theory;probabilities;shortest paths,12,Prime Sieve;Dijkstra;shortest paths;Prime Factorization;geometry,1D DP;Priority Queue;Tree DFS;combinatorics;dp;graphs;math;sortings
user3573,Segment Tree;flows;shortest paths,3,shortest paths;Segment Tree;flows;Fast Exponentiation;Prime Factorization,Recursion;data structures;graphs
user3584,,0,geometry;Dijkstra;dsu;Graph Representation;2D DP,
user3589,Binary Lifting;Brute Force Enumeration;Custom Comparator Sorting;Segment Tree;Tree DP;binary search;brute force;data structures;divide and conquer;dp;geometry;graph matchings;graphs;hashing;probabilities;sortings;strings;trees;two pointers,19,two pointers;divide and conquer;geometry;binary search;sortings,Hash Map;Recursion;Sparse Table;Tree DFS;combinatorics;implementation;math
user3611,DFS;Graph Representation;Stack;Strongly Connected Components;Topological Sort;Tree DFS;dsu;geometry,8,geometry;Topological Sort;Tree DFS;DFS;dsu,BFS;Connected Components;Queue
user362,Binary Search on Answer;Binary Search on Array;Graph Representation;Simulation;Tree DP;Tree Diameter;binary search;data structures;dp;geometry;graphs;shortest paths;sortings;trees;two pointers,15,two pointers;trees;binary search;Tree Diameter;Binary Search on Answer,Recursion;Tree DFS;brute force
user3647,Activity Selection;Binary Search on Array;DP on DAG;Knapsack;Tree DFS;Tree DP;binary search;divide and conquer;dp;flows;geometry;hashing;trees,13,Tree DP;divide and conquer;Binary Search on Array;Tree DFS;flows,2D DP;DFS;Hash Map;Recursion;Topological Sort;brute force;data structures;graphs;shortest paths;sortings;strings
user3649,Cycle Detection;DFS;Polygon Area;Topological Sort;geometry,5,Polygon Area;geometry;Topological Sort;Cycle Detection;DFS,BFS;Connected Components;Distance Between Points;Graph Representation
user3657,Activity Selection;Binary Search on Array;flows;graph matchings,4,Activity Selection;flows;Binary Search on Array;graph matchings;Max Flow,graphs;shortest paths;sortings
user3658,Dijkstra;Distance Between Points;Priority Queue;Shortest Path in DAG;geometry;shortest paths;trees,7,geometry;shortest paths;Shortest Path in DAG;Dijkstra;Distance Between Points,Graph Representation;Queue;Stack;Topological Sort;data structures;graphs;math
user3660,Connected Components;DFS;Hash Map;Shortest Path in DAG;Tree DFS;divide and conquer;geometry;graph matchings;graphs;interactive;shortest paths;trees,12,geometry;graph matchings;Hash Map;divide and conquer;shortest paths,BFS;Graph Representation;Simulation;Topological Sort;data structures;dp
user3667,2D DP;BFS;Priority Queue;divide and conquer;geometry;shortest paths;trees,7,shortest paths;BFS;geometry;Priority Queue;divide and conquer,1D DP;Graph Representation;Queue;Stack;data structures;dp;graphs
user3669,Bitmask Enumeration;divide and conquer;flows;graph matchings;graphs;shortest paths,6,flows;shortest paths;divide and conquer;Bitmask Enumeration;graphs,dp;math
user368,Strongly Connected Components,1,Strongly Connected Components;flows;2-sat;divide and conquer;two pointers,BFS
user3685,Bipartite Graph Check;Connected Components;Distance Between Points;Max Flow;Orientation Test;Tree DP;flows;geometry;graph matchings;shortest paths,10,Distance Between Points;geometry;Orientation Test;flows;shortest paths,BFS;DFS;Priority Queue;Tree DFS;dp;graphs;math
user3686,2-sat;Bitmask Enumeration;Connected Components;DFS;Distance Between Points;Max Flow;Meet-in-the-middle;Priority Queue;Tree DP;flows;geometry;graph matchings;graphs;trees,14,Distance Between Points;Max Flow;flows;Tree DP;graph matchings,BFS;Graph Representation;Queue;Stack;Strongly Connected Components;Tree DFS;brute force;data structures;dp;math;shortest paths
user3712,Binary Search on Array;Combinations;DP on DAG;Expected Value;Ordered Set;Tree DP;binary search;combinatorics;data structures;divide and conquer;dp;flows;geometry;probabilities;shortest paths;sortings;trees;two pointers,18,geometry;Tree DP;divide and conquer;probabilities;Ordered Set,Recursion;Topological Sort;Tree DFS;brute force;graphs;math
user3721,Dijkstra;Distance Between Points;Priority Queue;Suffix Array;geometry;hashing;string suffix structures,7,Distance Between Points;geometry;string suffix structures;Dijkstra;Priority Queue,Graph Representation;Hash Map;Queue;Stack;String Matching;binary search;math;sortings;strings
user373,Distance Between Points;Interval DP;Topological Sort;flows;geometry;graph matchings,6,geometry;flows;Topological Sort;Distance Between Points;graph matchings,2D DP;Connected Components;DFS;graphs;math;shortest paths
user3730,Dijkstra;Graph Representation;geometry;graphs;shortest paths;string suffix structures;ternary search,7,shortest paths;Dijkstra;geometry;graphs;Graph Representation,Binary Search on Answer;Priority Queue;binary search;sortings;strings
user3734,Bitmask Enumeration;Segment Tree;binary search;bitmasks;combinatorics;data structures;dsu;geometry;number theory,9,Bitmask Enumeration;number theory;bitmasks;combinatorics;dsu,Queue;Recursion;Stack;brute force;math;sortings
user3739,BFS;Knapsack;Max Flow;Priority Queue;Tree Diameter;flows;geometry;graph matchings;graphs;shortest paths,10,graph matchings;Max Flow;shortest paths;flows;Knapsack,2D DP;Graph Representation;Queue;Stack;Tree DFS
user3755,Binary Search on Array;Bipartite Graph Check;Hash Map;Prime Sieve;Sliding Window;graphs;shortest paths;strings,8,shortest paths;Hash Map;Sliding Window;Prime Sieve;strings,BFS;DFS;data structures;math;sortings
user3756,Dijkstra;flows;geometry;graph matchings;shortest paths,5,geometry;graph matchings;Dijkstra;flows;shortest paths,Graph Representation;Priority Queue;graphs
user3757,Priority Queue;flows;geometry;shortest paths,4,geometry;shortest paths;flows;Priority Queue;Orientation Test,Queue;Stack;graphs
user3758,Bitmask Enumeration;Hash Map;Meet-in-the-middle;Tree DFS;Tree DP;bitmasks;divide and conquer;dp;flows;geometry;graphs;hashing;trees;two pointers,14,geometry;Tree DP;trees;Tree DFS;divide and conquer,DFS;Recursion;brute force;data structures;math;shortest paths;strings
user3774,Cycle Detection;Interval DP;Meet-in-the-middle;flows;geometry;graph matchings;graphs;trees,8,flows;geometry;Cycle Detection;trees;graph matchings,2D DP;BFS;DFS;brute force;data structures;dp;shortest paths
user3778,Convex Hull;DFS;Dijkstra;Fenwick Tree;Graph Representation;Max Flow;Tree DFS;dsu;flows;geometry;graph matchings;graphs;shortest paths;string suffix structures,14,Dijkstra;Graph Representation;shortest paths;graph matchings;Max Flow,Distance Between Points;Orientation Test;Priority Queue;Queue;Stack;binary search;data structures;sortings;strings
user3780,BFS;Bipartite Graph Check;DP on DAG;Digit DP;Distance Between Points;Interval DP;Knapsack;Longest Increasing Subsequence;Orientation Test;fft;geometry,11,Orientation Test;geometry;Distance Between Points;Bipartite Graph Check;Interval DP,1D DP;2D DP;DFS;Graph Representation;Topological Sort;dp;math
user3784,Bipartite Graph Check;Max Flow;Tree DFS;Tree DP;flows;graph matchings,6,graph matchings;Max Flow;Tree DP;flows;Bipartite Graph Check,BFS;DFS;Priority Queue;dp;graphs;shortest paths
user3795,2-sat;BFS;Bipartite Graph Check;Connected Components;DFS;Distance Between Points;Priority Queue;Segment Tree;dsu;geometry;graph matchings;shortest paths,12,geometry;graph matchings;Connected Components;DFS;Distance Between Points,Graph Representation;Queue;Recursion;Stack;Strongly Connected Components;data structures;graphs;math
user3821,Fenwick Tree;Tree DFS;Tree DP;divide and conquer;geometry;graphs;trees;two pointers,8,geometry;Fenwick Tree;Tree DP;divide and conquer;Tree DFS,DFS;data structures;dp;sortings
user3835,Min Cut;flows;geometry;graph matchings;shortest paths;ternary search;trees,7,Min Cut;graph matchings;shortest paths;geometry;flows,Binary Search on Answer;Max Flow;data structures;graphs
user3840,2-sat;Binary Search on Array;Bipartite Graph Check;Bitmask DP;Connected Components;Convex Hull;Dijkstra;Distance Between Points;Max Flow;Orientation Test;Polygon Area;Priority Queue;Shortest Path in DAG;bitmasks;divide and conquer;flows;geometry;graph matchings,18,Convex Hull;Distance Between Points;Max Flow;Polygon Area;graph matchings,1D DP;BFS;DFS;Graph Representation;Queue;Stack;Strongly Connected Components;Topological Sort;brute force;dp;graphs;math;shortest paths;sortings
user3849,Connected Components,1,Connected Components;geometry;shortest paths;Bipartite Graph Check;Priority Queue,BFS;DFS
user3855,2D DP;Connected Components;Dijkstra;Line Intersection;Queue;flows;geometry;graph matchings;shortest paths;string suffix structures,10,graph matchings;geometry;Dijkstra;Line Intersection;flows,1D DP;BFS;DFS;Distance Between Points;Graph Representation;Orientation Test;Priority Queue;Stack;binary search;graphs;sortings;strings
user3859,,0,dp;Bitmask DP;binary search;GCD;Simulation,
user3860,DFS;Hash Map;dsu;graphs;shortest paths,5,Hash Map;shortest paths;DFS;dsu;graphs,Graph Representation;Queue;Stack;data structures
user3869,Binary Lifting;games;geometry;shortest paths,4,geometry;shortest paths;Binary Lifting;games;Distance Between Points,Sparse Table;Tree DFS;combinatorics;graphs;math
user3882,Cycle Detection;flows;geometry;graph matchings,4,geometry;flows;graph matchings;Cycle Detection;Polygon Area,BFS;DFS;graphs;shortest paths
user3886,shortest paths,1,shortest paths;geometry;Max Flow;Shortest Path in DAG;flows,graphs
user3888,BFS;DP on DAG;Knapsack;Max Flow;Topological Sort;Tree Diameter;flows;geometry;graphs;shortest paths,10,geometry;DP on DAG;Topological Sort;shortest paths;flows,2D DP;Connected Components;DFS;Graph Representation;Priority Queue;Tree DFS;dp
user3901,DFS;graphs,2,graphs;DFS;Priority Queue;trees;divide and conquer,Graph Representation
user3904,DP on DAG;Meet-in-the-middle;Priority Queue;Topological Sort;Tree DP;flows;geometry;graph matchings;shortest paths;string suffix structures,10,geometry;shortest paths;Topological Sort;string suffix structures;DP on DAG,Connected Components;DFS;Queue;Stack;Tree DFS;binary search;brute force;dp;graphs;sortings;strings
user3908,Backtracking;Binary Search on Array;binary search;data structures,4,binary search;data structures;Backtracking;Binary Search on Array;Bipartite Graph Check,Recursion;sortings
user391,Tree DP;flows;graphs;trees,4,Tree DP;flows;trees;graphs;Max Flow,Tree DFS;data structures;dp;shortest paths
user3911,Binary Search on Answer;Tree DFS;Tree DP;binary search;divide and conquer;dp;graphs;shortest paths;trees,9,binary search;Tree DFS;trees;shortest paths;graphs,Binary Search on Array;DFS;Recursion;brute force;data structures;sortings
user3912,2D DP;Binary Search on Array;DP on DAG;Fast Exponentiation;Fenwick Tree;Multiset;Two Pointers on Sorted Array;data structures;dp;flows;string suffix structures;two pointers,12,two pointers;dp;DP on DAG;Binary Search on Array;flows,1D DP;Hash Map;Recursion;Topological Sort;binary search;brute force;graphs;math;shortest paths;sortings;strings
user3913,Binary Search on Array;Bitmask Enumeration;Prime Factorization;Prime Sieve;binary search;bitmasks;fft;flows;geometry;shortest paths;ternary search,11,fft;Prime Factorization;flows;shortest paths;Binary Search on Array,Binary Search on Answer;brute force;dp;graphs;math;sortings
user3926,BFS;Dijkstra;Distance Between Points;Queue;flows;geometry;shortest paths,7,Distance Between Points;geometry;flows;Dijkstra;Queue,Graph Representation;Priority Queue;Stack;graphs;math
user3939,,0,Dijkstra;Priority Queue;hashing;dsu;shortest paths,
user3940,Binary Lifting;Brute Force Enumeration;shortest paths,3,Binary Lifting;Brute Force Enumeration;shortest paths;Dijkstra;Tree DFS,Sparse Table;Tree DFS;data structures;graphs
user3953,2-sat;BFS;DP on DAG;Interval DP;Priority Queue;Tree DP;divide and conquer;flows;geometry;graph matchings;shortest paths,11,geometry;shortest paths;graph matchings;flows;Priority Queue,2D DP;Graph Representation;Queue;Stack;Strongly Connected Components;Topological Sort;Tree DFS;dp;graphs
user3957,Bipartite Graph Check;Dijkstra;Orientation Test;Strongly Connected Components;geometry,5,Orientation Test;geometry;Dijkstra;Strongly Connected Components;Bipartite Graph Check,BFS;DFS;Distance Between Points;Graph Representation;Priority Queue
user3970,Binary Lifting;Dijkstra;Priority Queue;Sparse Table;geometry;shortest paths,6,geometry;Dijkstra;Binary Lifting;Sparse Table;shortest paths,Graph Representation;Queue;Stack;Tree DFS;data structures;graphs
user3974,Brute Force Enumeration;Greedy Sorting;Ordered Set;Simulation;State Simulation;Tree DP;bitmasks;brute force;constructive algorithms;data structures;dp;fft;graphs;greedy;implementation;sortings;strings;two pointers,18,greedy;brute force;two pointers;implementation;dp,Recursion;Tree DFS;math
user3977,DFS;Distance Between Points;flows;geometry;graph matchings;graphs,6,geometry;Distance Between Points;graph matchings;flows;DFS,Graph Representation;math;shortest paths
user3985,Binary Search on Array;Max Flow;Meet-in-the-middle;binary search;divide and conquer;fft;flows;geometry;graphs;shortest paths;string suffix structures;trees,12,geometry;shortest paths;string suffix structures;trees;fft,Priority Queue;brute force;data structures;dp;sortings;strings
user3989,Segment Tree;Tree DP;Two Pointers on Sorted Array;data structures;dp;graphs;number theory;shortest paths;trees;two pointers,10,two pointers;trees;shortest paths;Two Pointers on Sorted Array;number theory,Recursion;Tree DFS;brute force;math;sortings
user4000,divide and conquer;flows;geometry,3,geometry;divide and conquer;flows;string suffix structures;Bipartite Graph Check,dp;graphs;shortest paths
user402,Distance Between Points;divide and conquer;games;geometry;graph matchings;hashing;shortest paths;trees,8,geometry;shortest paths;games;trees;divide and conquer,Hash Map;combinatorics;data structures;dp;graphs;math;strings
user4037,Activity Selection;DFS;Sliding Window;binary search;flows;shortest paths;string suffix structures;two pointers,8,shortest paths;binary search;string suffix structures;DFS;flows,Graph Representation;data structures;graphs;sortings;strings
user4041,Bipartite Graph Check;DP on DAG;Distance Between Points;Meet-in-the-middle;geometry;shortest paths,6,geometry;Distance Between Points;shortest paths;Bipartite Graph Check;Meet-in-the-middle,BFS;DFS;Topological Sort;brute force;dp;graphs;math
user4042,Bitmask DP;Dijkstra;Knapsack;Mo's Algorithm;divide and conquer;flows;geometry;graph matchings;string suffix structures,9,graph matchings;Knapsack;flows;Dijkstra;string suffix structures,1D DP;2D DP;Graph Representation;Priority Queue;Sliding Window;Sqrt Decomposition;binary search;bitmasks;dp;graphs;shortest paths;sortings;strings
user4045,,0,Priority Queue;dsu;BFS;Graph Representation;Knapsack,
user4088,Bipartite Graph Check;DFS;Hash Map;Priority Queue;flows;geometry;graph matchings,7,graph matchings;Bipartite Graph Check;geometry;Priority Queue;flows,BFS;Graph Representation;Queue;Stack;data structures;graphs;shortest paths
user4108,Binary Search on Array;Dijkstra;Interval DP;Orientation Test;flows;geometry,6,geometry;Dijkstra;Orientation Test;flows;Interval DP,2D DP;Distance Between Points;Graph Representation;Priority Queue;graphs;shortest paths;sortings
user4122,DFS;Strongly Connected Components;Topological Sort;combinatorics;games;strings,6,Topological Sort;games;Strongly Connected Components;strings;DFS,BFS;Connected Components;Graph Representation;data structures;math
user4123,DFS;Hash Map;divide and conquer;dsu;geometry;graphs;trees,7,divide and conquer;Hash Map;geometry;graphs;dsu,Graph Representation;Queue;Stack;data structures;dp
user4127,Bitmask DP;Knapsack;Line Intersection;Meet-in-the-middle;Tree DFS;Tree DP;Two Pointers on Sorted Array;divide and conquer;fft;geometry,10,geometry;Line Intersection;Tree DP;Knapsack;fft,1D DP;2D DP;DFS;Distance Between Points;Orientation Test;bitmasks;brute force;dp;graphs;sortings
user4138,Binary Search on Array;Meet-in-the-middle;Ordered Set;binary search;divide and conquer;games;geometry;graphs;greedy;probabilities;shortest paths;sortings;trees;two pointers,14,divide and conquer;Ordered Set;trees;two pointers;geometry,brute force;combinatorics;data structures;dp;math
user4139,Binary Search on Array;Distance Between Points;Segment Tree;Suffix Array;Tree DP;binary search;data structures;geometry;graphs;string suffix structures;trees,11,geometry;string suffix structures;Segment Tree;Distance Between Points;graphs,Recursion;String Matching;Tree DFS;dp;math;sortings;strings
user4142,Connected Components;Interval DP;Shortest Path in DAG;geometry;graph matchings;hashing,6,geometry;Connected Components;hashing;graph matchings;Interval DP,2D DP;BFS;DFS;Hash Map;Topological Sort;strings
user4148,Binary Search on Answer;Binary Search on Array;Distance Between Points;Hash Map;Knapsack;Max Flow;Prime Sieve;Tree DP;binary search;bitmasks;brute force;data structures;divide and conquer;dp;flows;graph matchings;graphs;greedy;hashing;number theory;sortings;trees;two pointers,23,flows;two pointers;Hash Map;Max Flow;Tree DP,2D DP;Priority Queue;Recursion;Tree DFS;implementation;math;shortest paths;strings
user4154,2-sat;Connected Components;Dijkstra;Distance Between Points;flows;geometry;graph matchings,7,Dijkstra;geometry;flows;Distance Between Points;graph matchings,BFS;DFS;Graph Representation;Priority Queue;Strongly Connected Components;graphs;math;shortest paths
user4163,DFS;Distance Between Points;Tree DP;geometry;graphs;sortings;two pointers,7,Distance Between Points;geometry;graphs;two pointers;DFS,Graph Representation;Tree DFS;data structures;dp;math
user4167,Priority Queue;Tree DFS;Tree DP;flows;geometry;graph matchings;shortest paths,7,graph matchings;Tree DP;flows;geometry;Priority Queue,DFS;Queue;Stack;dp;graphs
user4173,Custom Comparator Sorting;Max Flow;Stack;flows;geometry;graph matchings;two pointers,7,geometry;two pointers;Max Flow;Stack;flows,Priority Queue;data structures;graphs;shortest paths;sortings
user4177,Backtracking;Convex Hull;Orientation Test;State Simulation;geometry;graph matchings;string suffix structures,7,geometry;graph matchings;Orientation Test;State Simulation;Convex Hull,Distance Between Points;Recursion;binary search;sortings;strings
user4179,DFS;Dijkstra;Priority Queue;flows;geometry;shortest paths,6,geometry;flows;Dijkstra;Priority Queue;shortest paths,Graph Representation;Queue;Stack;graphs
user4183,Brute Force Enumeration;Connected Components;Tree DFS;Tree DP;divide and conquer;geometry;graphs;hashing;shortest paths;strings;trees,11,divide and conquer;geometry;Tree DP;Tree DFS;trees,BFS;DFS;Hash Map;data structures;dp
user420,2-sat;Binary Lifting;Connected Components;DFS;Dijkstra;Max Flow;Suffix Array;Tree DP;binary search;flows;geometry;graph matchings;graphs;hashing;shortest paths;string suffix structures,16,Dijkstra;shortest paths;DFS;graph matchings;geometry,BFS;Graph Representation;Hash Map;Priority Queue;Sparse Table;String Matching;Strongly Connected Components;Tree DFS;dp;sortings;strings
user4202,Binary Search on Answer;Binary Search on Array;Bipartite Graph Check;Distance Between Points;Hash Map;Ordered Set;binary search;combinatorics;data structures;divide and conquer;flows;geometry;graph matchings;graphs;interactive;probabilities;shortest paths;trees;two pointers,19,shortest paths;Hash Map;graph matchings;flows;Ordered Set,BFS;DFS;Simulation;dp;math;sortings
user4209,Two Pointers on Sorted Array;data structures;dsu;graphs;shortest paths;trees;two pointers,7,trees;two pointers;shortest paths;data structures;graphs,Queue;Stack;sortings
user4223,Binary Search on Answer;Two Pointers on Sorted Array;binary search;geometry;two pointers,5,geometry;Two Pointers on Sorted Array;Binary Search on Answer;two pointers;binary search,Binary Search on Array;data structures;sortings
user423,Binary Search on Array;Dijkstra;Max Flow;Multiset;Prime Sieve;flows;geometry,7,geometry;Max Flow;Dijkstra;Prime Sieve;flows,Graph Representation;Hash Map;Priority Queue;data structures;graphs;math;shortest paths;sortings
user4233,Bitmask Enumeration;Fast Exponentiation;Meet-in-the-middle;Prime Factorization;Prime Sieve;Priority Queue;binary search;bitmasks;geometry,9,Fast Exponentiation;Prime Sieve;geometry;Bitmask Enumeration;Prime Factorization,Queue;Stack;brute force;dp;math;sortings
user4239,Activity Selection;Distance Between Points;Ordered Set;flows;geometry;graph matchings,6,flows;geometry;Distance Between Points;Activity Selection;Ordered Set,data structures;graphs;math;shortest paths;sortings
user4259,Bitmask Enumeration;geometry,2,geometry;Bitmask Enumeration;Max Flow;Shortest Path in DAG;flows,math
user4280,BFS;Max Flow;flows;geometry;graph matchings;shortest paths,6,flows;Max Flow;graph matchings;shortest paths;geometry,Graph Representation;Priority Queue;graphs
user4281,2D DP;Fast Exponentiation;geometry;trees,4,geometry;Fast Exponentiation;trees;2D DP;Ordered Set,1D DP;data structures;graphs;math
user4286,Binary Lifting;Bipartite Graph Check;Connected Components;Cycle Detection;DFS;Distance Between Points;Interval DP;Line Intersection;Orientation Test;Polygon Area;Priority Queue;divide and conquer;flows;geometry;graph matchings,15,Line Intersection;Polygon Area;Orientation Test;Distance Between Points;graph matchings,2D DP;BFS;Graph Representation;Queue;Sparse Table;Stack;Tree DFS;dp;graphs;math;shortest paths
user429,,0,Tree DP;graphs;trees;DP on DAG;dp,
user4295,,0,DFS;strings;Suffix Automaton;hashing;binary search,
