problem_idx,problem_id,b_i,rating,kc_names
1560,1207-F,-0.11111111,2100,brute force;data structures;implementation
1561,485-A,-1.66666667,1400,implementation;math;matrices
1562,1530-E,-0.11111111,2100,constructive algorithms;greedy;strings;Interval Scheduling
1563,1818-A,-3.00000000,800,greedy;implementation
1564,1362-A,-2.55555556,1000,implementation
1565,1660-C,-1.88888889,1300,dp;greedy;strings;1D DP;Activity Selection
1566,1650-D,-1.88888889,1300,brute force;constructive algorithms;implementation;math;Brute Force Enumeration;Modular Arithmetic
1567,1495-E,2.33333333,3200,brute force;data structures;greedy;implementation;Greedy Sorting;Stack
1568,1494-C,-0.55555556,1900,binary search;dp;greedy;implementation;two pointers;1D DP;Binary Search on Array
1569,1800-F,-0.55555556,1900,bitmasks;hashing;Meet-in-the-middle;strings;Bitmask Enumeration
1570,1685-B,-0.33333333,2000,greedy;implementation;sortings;strings;Activity Selection;Simulation
1571,510-B,-1.44444444,1500,graphs;Cycle Detection
1572,518-D,-1.00000000,1700,combinatorics;dp;math;probabilities;Expected Value
1573,1660-E,-1.22222222,1600,brute force;constructive algorithms;greedy;implementation;Activity Selection;Brute Force Enumeration
1574,1051-D,-1.00000000,1700,bitmasks;dp;2D DP
1575,269-B,-1.00000000,1700,dp;1D DP
1576,1290-A,-1.22222222,1600,brute force;data structures;implementation;Brute Force Enumeration
1577,1044-A,-1.00000000,1700,binary search;two pointers;Binary Search on Answer
1578,981-E,0.11111111,2200,bitmasks;data structures;divide and conquer;dp;Knapsack;Segment Tree
1579,1451-E2,0.33333333,2300,bitmasks;constructive algorithms;interactive;math;Bitmask Enumeration;Simulation
1580,455-D,1.22222222,2700,data structures
1581,1153-C,-1.00000000,1700,greedy;strings
1582,1027-A,-2.55555556,1000,implementation;strings
1583,1027-B,-2.11111111,1200,implementation;math
1584,1037-B,-1.88888889,1300,greedy
1585,1037-A,-1.88888889,1300,constructive algorithms;greedy;math
1586,1080-A,-3.00000000,800,math
1587,1080-B,-2.77777778,900,math
1588,1080-C,-1.44444444,1500,implementation;Simulation
1589,1143-A,-3.00000000,800,implementation;Simulation
1590,1119-A,-2.33333333,1100,greedy;implementation
1591,1119-C,-1.44444444,1500,constructive algorithms;greedy;implementation;math
1592,1119-D,-0.77777778,1800,binary search;sortings;Binary Search on Answer
1593,1167-A,-3.00000000,800,brute force;greedy;strings
1594,1167-D,-1.44444444,1500,constructive algorithms;greedy
1595,1167-F,0.33333333,2300,combinatorics;data structures;math;sortings
1596,1173-A,-3.00000000,800,greedy
1597,1207-B,-2.11111111,1200,constructive algorithms;greedy;implementation
1598,1207-C,-1.44444444,1500,dp;greedy;1D DP
1599,1207-E,-0.55555556,1900,bitmasks;interactive;math;Bitmask Enumeration
1600,1216-A,-3.00000000,800,strings
1601,1363-D,-0.11111111,2100,binary search;implementation;interactive;math;Binary Search on Answer;Simulation
1602,1367-A,-3.00000000,800,implementation;strings;Simulation;String Matching
1603,1367-E,-0.55555556,1900,brute force;dp;graphs;greedy;number theory;Connected Components;Simulation
1604,1501-A,-3.00000000,800,implementation;Simulation
1605,1519-E,1.22222222,2700,constructive algorithms;geometry;graphs;sortings;trees
1606,796-F,1.44444444,2800,bitmasks;data structures;greedy;Greedy Sorting;Segment Tree
1607,176-E,2.11111111,3100,data structures;graphs;trees;Lowest Common Ancestor;Ordered Set
1608,815-D,1.44444444,2800,binary search;combinatorics;data structures;geometry;Binary Search on Array;Fenwick Tree
1609,981-G,0.77777778,2500,data structures;Segment Tree
1610,1641-C,0.11111111,2200,binary search;brute force;data structures;dsu;greedy;sortings;Binary Search on Array;Greedy Sorting
1611,1648-C,-0.55555556,1900,combinatorics;data structures;implementation;Graph Representation;String Matching
1612,1650-E,-0.55555556,1900,binary search;data structures;greedy;implementation;math;sortings;Binary Search on Array;Greedy Sorting
1613,1528-C,0.33333333,2300,data structures;graphs;greedy;trees;Connected Components
1614,1110-G,2.11111111,3100,constructive algorithms;games;trees
1615,294-E,0.33333333,2300,dp;trees;Tree DP
1616,793-F,1.88888889,3000,data structures;divide and conquer;dp
1617,573-D,1.88888889,3000,data structures;divide and conquer;dp
1618,1129-D,1.66666667,2900,data structures;dp;1D DP
1619,1285-F,1.66666667,2900,binary search;combinatorics;number theory;Binary Search on Answer
1620,85-E,1.00000000,2600,binary search;dsu;geometry;graphs;sortings
1621,1305-G,3.00000000,3500,bitmasks;brute force;dp;dsu;graphs;Bitmask DP
1622,766-E,-0.11111111,2100,bitmasks;constructive algorithms;data structures;dp;graphs;math;trees
1623,1491-G,1.44444444,2800,constructive algorithms;graphs;math;GCD;Simulation
1624,1552-G,1.88888889,3000,bitmasks;brute force;graphs;sortings;Brute Force Enumeration
1625,480-E,1.44444444,2800,data structures;divide and conquer;Segment Tree
1626,839-E,1.22222222,2700,brute force;graphs;math;Meet-in-the-middle
1627,808-E,0.33333333,2300,binary search;dp;greedy;ternary search;Knapsack
1628,691-E,-0.55555556,1900,matrices;1D DP;Fast Exponentiation
1629,494-B,-0.33333333,2000,dp;strings;1D DP;KMP
1630,163-E,1.44444444,2800,data structures;dp;graphs;strings;trees;1D DP
1631,547-E,1.44444444,2800,data structures;string suffix structures;strings;trees;Suffix Automaton
1632,587-F,1.88888889,3000,data structures;strings;Suffix Automaton
1633,1951-F,0.77777778,2500,constructive algorithms;data structures;greedy;Fenwick Tree
1634,1268-B,-0.33333333,2000,dp;greedy;math;1D DP
1635,767-C,-0.33333333,2000,graphs;greedy;trees;Tree DFS
1636,1454-E,-0.33333333,2000,combinatorics;graphs;trees;Combinations
1637,1088-B,-2.55555556,1000,implementation;sortings;Custom Comparator Sorting
1638,237-B,-1.44444444,1500,implementation;sortings;Greedy Sorting
1639,1108-E1,-0.77777778,1800,brute force;greedy;implementation;Prefix Sum
1640,1095-F,-0.55555556,1900,dsu;graphs;greedy
1641,1153-D,-0.55555556,1900,binary search;dp;graphs;greedy;trees;Tree DP
1642,1080-D,-0.33333333,2000,constructive algorithms;implementation;math
1643,1251-D,-0.55555556,1900,binary search;greedy;sortings;Binary Search on Answer
1644,1305-D,-0.55555556,1900,constructive algorithms;graphs;interactive;trees;Tree DFS
1645,739-B,-0.55555556,1900,binary search;data structures;graphs;trees;Ordered Set;Tree DFS
1646,999-D,-0.55555556,1900,data structures;greedy;implementation;Greedy Sorting;Queue
1647,1343-E,-0.11111111,2100,brute force;graphs;greedy;shortest paths;sortings;BFS
1648,468-B,-0.33333333,2000,2-sat;dsu;graph matchings;graphs;greedy
1649,1787-F,0.77777778,2500,constructive algorithms;implementation;math
1650,959-E,-0.55555556,1900,bitmasks;dp;graphs;implementation;math;1D DP;Modular Arithmetic
1651,1216-E2,0.11111111,2200,binary search;math;Binary Search on Answer
1652,1216-F,-0.11111111,2100,data structures;dp;greedy;Segment Tree
1653,1183-F,-0.11111111,2100,brute force;math;sortings;Brute Force Enumeration
1654,1183-E,-0.33333333,2000,dp;graphs;implementation;shortest paths;BFS
1655,1792-F2,1.66666667,2900,brute force;combinatorics;divide and conquer;dp;fft;graphs
1656,1796-E,0.77777778,2500,dp;games;graphs;greedy;trees
1657,1842-G,1.44444444,2800,combinatorics;dp;math;probabilities;Expected Value;Modular Combinations
1658,1866-M,0.55555556,2400,brute force;combinatorics;dp;math;probabilities
1659,1866-I,0.33333333,2300,dp;games;two pointers
1660,1866-L,0.55555556,2400,binary search;brute force;math;GCD;Modular Arithmetic
1661,1887-D,1.22222222,2700,binary search;data structures;divide and conquer;dsu;math;trees;two pointers
1662,1906-B,1.00000000,2600,bitmasks;constructive algorithms;hashing
1663,1814-F,1.22222222,2700,brute force;divide and conquer;dsu
1664,1970-A3,0.55555556,2400,constructive algorithms;trees;Simulation;Tree DFS
1665,1970-G3,0.55555556,2400,bitmasks;dp;graphs;trees
1666,1994-F,0.77777778,2500,constructive algorithms;graphs;trees;DFS
1667,1468-E,-3.00000000,800,greedy;Greedy Sorting
1668,1139-B,-2.55555556,1000,greedy;implementation
1669,1237-C1,-1.00000000,1700,constructive algorithms;geometry;greedy;Brute Force Enumeration
1670,1268-A,-1.00000000,1700,constructive algorithms;greedy;implementation;strings;Simulation
1671,1268-C,0.33333333,2300,binary search;data structures;Segment Tree
1672,1270-F,1.00000000,2600,math;strings;Prefix Sum
1673,1290-F,3.00000000,3500,dp;1D DP
1674,1343-F,0.55555556,2400,brute force;constructive algorithms;data structures;greedy;implementation;Segment Tree
1675,1392-H,1.88888889,3000,combinatorics;dp;math;probabilities;1D DP;Expected Value
1676,1444-D,1.66666667,2900,constructive algorithms;dp;geometry;1D DP;Backtracking
1677,1444-C,0.77777778,2500,data structures;dsu;graphs;Bipartite Graph Check
1678,1475-F,-0.55555556,1900,2-sat;brute force;constructive algorithms;Brute Force Enumeration;Simulation
1679,1153-F,1.00000000,2600,combinatorics;dp;math;probabilities;Expected Value
1680,923-E,2.11111111,3100,fft;math;matrices;Fast Exponentiation;Modular Arithmetic
1681,1491-A,-3.00000000,800,brute force;greedy;implementation;Greedy Sorting;Simulation
1682,1491-E,0.55555556,2400,brute force;divide and conquer;graphs;number theory;trees;DFS;Prime Sieve
1683,773-F,2.77777778,3400,combinatorics;divide and conquer;dp;fft;math;number theory;Divisors;Modular Combinations
1684,1495-A,-2.11111111,1200,geometry;greedy;math;sortings;Distance Between Points;Greedy Sorting
1685,1515-G,1.22222222,2700,graphs;math;number theory;Distance Between Points
1686,1515-F,1.00000000,2600,constructive algorithms;dsu;graphs;greedy;trees;Connected Components
1687,1528-F,2.55555556,3300,combinatorics;fft;math;Permutations
1688,553-E,2.33333333,3200,dp;fft;graphs;math;probabilities;Expected Value
1689,1530-F,1.00000000,2600,bitmasks;combinatorics;dp;math;probabilities;Knapsack
1690,1553-F,0.33333333,2300,data structures;math;Stack
1691,1553-I,2.77777778,3400,combinatorics;divide and conquer;dp;fft;math;Permutations
1692,1566-F,1.00000000,2600,data structures;dp;greedy;implementation;sortings;2D DP
1693,1603-F,1.22222222,2700,combinatorics;dp;implementation;math;1D DP;Modular Arithmetic
1694,1616-E,0.11111111,2200,brute force;data structures;greedy;strings;Graph Representation;Greedy Sorting
1695,1616-H,1.88888889,3000,bitmasks;combinatorics;data structures;divide and conquer;dp;math;1D DP;Modular Arithmetic
1696,1616-F,1.66666667,2900,brute force;graphs;math;matrices;Brute Force Enumeration;Graph Representation
1697,1270-I,3.00000000,3500,constructive algorithms;fft;math;Simulation
1698,1627-F,1.22222222,2700,geometry;graphs;greedy;implementation;shortest paths;Graph Representation;Greedy Sorting
1699,1644-F,1.66666667,2900,combinatorics;fft;math;number theory;Modular Arithmetic;Prime Sieve
1700,1641-D,1.22222222,2700,bitmasks;brute force;combinatorics;greedy;hashing;math;two pointers;Brute Force Enumeration;Greedy Sorting
1701,1641-E,2.55555556,3300,combinatorics;divide and conquer;fft;math;Modular Arithmetic
1702,1684-G,1.44444444,2800,constructive algorithms;flows;graph matchings;math;number theory;Min Cut;Simulation
1703,1685-D1,1.44444444,2800,constructive algorithms;dsu;graphs;Simulation
1704,1685-D2,3.00000000,3500,constructive algorithms;greedy;Activity Selection;Simulation
1705,1792-F1,1.22222222,2700,combinatorics;dp;graphs;Combinations;Connected Components
1706,1787-H,2.55555556,3300,binary search;data structures;dp;geometry;Convex Hull;Ordered Set
1707,1863-G,1.44444444,2800,combinatorics;dp;graphs;math;Cycle Detection
1708,1916-F,1.66666667,2900,constructive algorithms;graphs;greedy;Connected Components;Graph Representation
1709,1936-E,2.77777778,3400,divide and conquer;fft;math;Modular Arithmetic
1710,1970-A2,0.55555556,2400,brute force;constructive algorithms;trees;Simulation;Tree DFS
1711,1984-F,0.77777778,2500,brute force;dp;math;2D DP
1712,1951-G,2.11111111,3100,combinatorics;math;probabilities;Expected Value;Modular Combinations
1713,1776-M,1.88888889,3000,binary search;dp;greedy;trees;Tree DFS
1714,1325-E,1.00000000,2600,brute force;graphs;number theory;shortest paths;BFS
1715,464-A,-1.00000000,1700,greedy;strings
1716,852-C,-0.11111111,2100,greedy;sortings;Greedy Sorting
1717,436-E,1.00000000,2600,data structures;greedy;Priority Queue
1718,1264-F,3.00000000,3500,constructive algorithms;number theory;Fast Exponentiation
1719,1156-F,0.33333333,2300,dp;math;probabilities;Expected Value
1720,1223-F,1.00000000,2600,data structures;divide and conquer;dp;hashing
1721,258-D,1.00000000,2600,dp;math;probabilities;Expected Value
1722,1032-F,0.55555556,2400,dp;trees;Tree DP
1723,731-E,0.11111111,2200,dp;games;1D DP;Prefix Sum
1724,1091-H,2.33333333,3200,games
1725,464-E,1.88888889,3000,data structures;graphs;shortest paths;Dijkstra
1726,1586-I,3.00000000,3500,combinatorics;constructive algorithms;math;Simulation
1727,1061-F,0.55555556,2400,interactive;probabilities;Expected Value
1728,1819-E,2.33333333,3200,interactive;math;probabilities;trees;Conditional Probability;Tree DFS
1729,1270-H,2.55555556,3300,data structures;Segment Tree
1730,1730-F,1.22222222,2700,bitmasks;data structures;dp;Bitmask DP;Fenwick Tree
1731,843-E,1.88888889,3000,flows;graphs;DFS;Max Flow
1732,1227-F2,0.55555556,2400,combinatorics;math
1733,1227-F1,0.11111111,2200,dp;1D DP
1734,1458-D,2.11111111,3100,data structures;graphs;greedy;Simulation
1735,1264-D2,1.66666667,2900,combinatorics;probabilities;Modular Combinations
1736,1264-D1,1.00000000,2600,combinatorics;dp;probabilities;1D DP
1737,767-D,-0.11111111,2100,binary search;data structures;greedy;sortings;two pointers;Binary Search on Answer;Greedy Sorting
1738,1268-D,2.33333333,3200,brute force;divide and conquer;graphs;math
1739,1236-A,-3.00000000,800,brute force;greedy;math;Brute Force Enumeration
1740,535-A,-2.55555556,1000,brute force;implementation
1741,877-B,-1.44444444,1500,brute force;dp;1D DP;Brute Force Enumeration
1742,821-B,-1.88888889,1300,brute force;math;Brute Force Enumeration
1743,13-A,-2.55555556,1000,implementation;math;Simulation
1744,23-A,-2.11111111,1200,brute force;greedy
1745,23-C,0.77777778,2500,constructive algorithms;sortings;Greedy Sorting
1746,95-A,-1.22222222,1600,implementation;strings;Simulation;String Matching
1747,95-C,-0.55555556,1900,shortest paths;Dijkstra
1748,111-C,-0.11111111,2100,bitmasks;dp;dsu;Bitmask DP
1749,142-A,-1.22222222,1600,brute force;math;Divisors
1750,142-B,-0.77777778,1800,constructive algorithms;greedy;implementation;Simulation
1751,258-B,-0.55555556,1900,brute force;combinatorics;dp;Combinations
1752,258-C,-0.33333333,2000,binary search;combinatorics;dp;math;Divisors
1753,325-A,-1.44444444,1500,implementation
1754,573-A,-1.88888889,1300,implementation;math;number theory;Prime Factorization
1755,573-B,-1.22222222,1600,binary search;data structures;dp;math
1756,573-C,0.33333333,2300,constructive algorithms;graphs;trees;Tree DFS
1757,633-D,-0.33333333,2000,brute force;dp;hashing;implementation;math
1758,1342-D,-0.55555556,1900,binary search;constructive algorithms;data structures;greedy;sortings;two pointers;Binary Search on Answer
1759,1342-E,0.33333333,2300,combinatorics;fft;math;Modular Combinations
1760,1557-D,0.11111111,2200,data structures;dp;greedy;Edit Distance
1761,721-C,-0.77777778,1800,dp;graphs;DP on DAG
1762,534-C,-1.22222222,1600,math
1763,69-E,-0.77777778,1800,data structures;implementation
1764,525-C,-1.22222222,1600,greedy;math;sortings;Greedy Sorting
1765,1236-B,-1.44444444,1500,combinatorics;math;Modular Combinations
1766,1251-B,-1.66666667,1400,greedy;strings;Simulation
1767,923-B,-1.22222222,1600,binary search;data structures
1768,500-C,-1.22222222,1600,constructive algorithms;greedy;implementation;math
1769,45-I,-1.66666667,1400,greedy
1770,460-C,-1.00000000,1700,binary search;data structures;greedy;Binary Search on Answer;Prefix Sum
1771,166-C,-1.44444444,1500,greedy;math;sortings;Activity Selection;GCD
1772,3-B,-0.55555556,1900,greedy;sortings;Greedy Sorting
1773,912-E,0.55555556,2400,binary search;graphs;math;Meet-in-the-middle;number theory;two pointers;Binary Search on Answer;Two Pointers on Sorted Array
1774,1119-F,2.77777778,3400,data structures;dp;trees;Tree DP
1775,1494-F,1.66666667,2900,brute force;constructive algorithms;graphs;implementation;DFS;Simulation
1776,757-D,0.11111111,2200,bitmasks;dp;Bitmask DP
1777,1088-E,0.55555556,2400,dp;greedy;math;trees;Tree DP
1778,1139-D,0.33333333,2300,dp;math;number theory;probabilities;Expected Value
1779,853-C,-0.11111111,2100,data structures
1780,985-G,1.22222222,2700,combinatorics;Modular Combinations
1781,1830-E,3.00000000,3500,data structures;math;Segment Tree
1782,1261-F,2.11111111,3100,bitmasks;divide and conquer;math;Bitmask Enumeration
1783,1268-E,2.77777778,3400,dp;Tree DP
1784,679-D,1.66666667,2900,brute force;graphs;implementation;math;probabilities;BFS;Brute Force Enumeration
1785,1396-C,0.33333333,2300,dp;greedy;implementation;1D DP
1786,720-F,2.11111111,3100,data structures;Priority Queue
1787,1480-B,-2.77777778,900,greedy;implementation;sortings;Greedy Sorting;Simulation
1788,16-C,-0.77777778,1800,binary search;number theory;Binary Search on Array;Prime Sieve
1789,68-B,-1.22222222,1600,binary search;Binary Search on Answer
1790,353-C,-1.22222222,1600,implementation;math;number theory
1791,55-D,0.77777778,2500,dp;number theory;Digit DP
1792,1017-F,0.77777778,2500,brute force;math;Prime Sieve
1793,893-F,0.33333333,2300,data structures;trees;Binary Lifting;Sparse Table
1794,311-E,0.33333333,2300,flows;Max Flow
1795,633-H,2.11111111,3100,data structures;implementation
1796,1295-F,1.22222222,2700,combinatorics;dp;probabilities;1D DP
1797,494-C,1.00000000,2600,dp;probabilities;Expected Value
1798,913-F,1.44444444,2800,dp;graphs;math;probabilities
1799,280-D,1.44444444,2800,data structures;flows;graphs;implementation;Segment Tree
1800,995-F,1.22222222,2700,combinatorics;dp;math;trees;Modular Arithmetic;Tree DP
1801,757-G,2.77777778,3400,data structures;divide and conquer;graphs;trees;Binary Lifting;Segment Tree
1802,1500-D,1.66666667,2900,data structures;sortings;two pointers;Custom Comparator Sorting;Stack
1803,1787-G,1.88888889,3000,brute force;data structures;trees;Lowest Common Ancestor;Priority Queue;Tree DFS
1804,1468-C,-1.66666667,1400,data structures;implementation;Priority Queue;Queue
1805,1468-K,-1.22222222,1600,brute force;implementation;Brute Force Enumeration;Simulation
1806,1528-D,0.77777778,2500,constructive algorithms;graphs;shortest paths;Dijkstra
1807,1299-D,1.88888889,3000,bitmasks;combinatorics;dp;graphs;math;trees;Bitmask DP
1808,1685-E,3.00000000,3500,data structures;greedy;Activity Selection;Stack
1809,1583-G,1.88888889,3000,data structures;math;Deque
1810,1280-B,-0.77777778,1800,implementation;math;Brute Force Enumeration
1811,1280-C,-0.33333333,2000,graphs;greedy;trees;Tree DFS
1812,1280-D,0.77777778,2500,dp;greedy;trees;Tree DP
1813,1481-F,2.11111111,3100,dp;greedy;trees;1D DP;Greedy Sorting
1814,724-E,1.66666667,2900,dp;flows;greedy;Max Flow
1815,1436-F,1.44444444,2800,combinatorics;math;number theory;Inclusion-Exclusion;Modular Arithmetic
1816,1612-F,1.44444444,2800,brute force;dp;greedy;shortest paths;1D DP;Greedy Sorting
1817,1514-E,1.22222222,2700,binary search;graphs;interactive;sortings;two pointers;Binary Search on Array;Custom Comparator Sorting
1818,1528-E,1.66666667,2900,combinatorics;dp;trees;Orientation Test
1819,1342-F,1.88888889,3000,bitmasks;brute force;dp;Bitmask DP
1820,1738-G,1.66666667,2900,constructive algorithms;dp;greedy;math;Simulation
1821,1566-G,2.11111111,3100,constructive algorithms;data structures;graphs;greedy;implementation;shortest paths;Bellman-Ford
1822,1824-D,1.88888889,3000,data structures;Fenwick Tree;Segment Tree
1823,1495-D,1.00000000,2600,combinatorics;graphs;math;shortest paths;trees;Combinations;DFS
1824,1495-F,2.55555556,3300,constructive algorithms;data structures;dp;graphs;trees;Simulation;Stack
1825,1720-E,1.22222222,2700,constructive algorithms;data structures;greedy;implementation;math
1826,1500-E,2.55555556,3300,binary search;data structures;Binary Search on Array;Stack
1827,1142-A,-1.00000000,1700,brute force;math;GCD
1828,1142-C,0.55555556,2400,geometry
1829,1519-F,2.33333333,3200,bitmasks;brute force;dp;flows;graphs;2D DP
1830,1051-G,1.66666667,2900,data structures;dsu;greedy
1831,720-D,2.11111111,3100,data structures;dp;sortings;2D DP;Segment Tree
1832,773-D,1.22222222,2700,dp;graphs;shortest paths;1D DP;DFS
1833,1109-E,1.22222222,2700,data structures;number theory;Lazy Segment Tree
1834,1515-I,2.77777778,3400,binary search;data structures;sortings;Brute Force Enumeration
1835,1119-H,2.33333333,3200,fft;math
1836,1091-E,0.55555556,2400,binary search;data structures;graphs;greedy;implementation;math;sortings
1837,1842-H,1.88888889,3000,bitmasks;dp;graphs;math;probabilities
1838,1017-G,2.33333333,3200,data structures;Simulation
1839,1866-K,0.77777778,2500,binary search;data structures;dp;geometry;graphs;implementation;trees
1840,1866-J,1.44444444,2800,dp;Interval DP
1841,1866-E,1.22222222,2700,dp;DP on DAG
1842,1866-F,2.11111111,3100,binary search;data structures;sortings;Binary Search on Array;Sqrt Decomposition
1843,1876-G,3.00000000,3500,binary search;brute force;data structures;greedy;trees
1844,1876-E,2.55555556,3300,constructive algorithms;data structures;dp;trees;Stack;State Simulation;Tree DFS
1845,524-F,1.22222222,2700,data structures;greedy;hashing;string suffix structures;strings;Suffix Array
1846,1906-I,1.66666667,2900,graph matchings
1847,1936-D,2.11111111,3100,binary search;bitmasks;data structures;greedy;two pointers
1848,1172-D,1.66666667,2900,constructive algorithms
1849,1280-E,1.66666667,2900,math;Modular Arithmetic
1850,1951-H,2.33333333,3200,binary search;dp;games;greedy;trees
1851,1965-F,2.55555556,3300,data structures;flows;Max Flow;Priority Queue
1852,1138-A,-2.77777778,900,binary search;greedy;implementation;Sliding Window
1853,739-A,-1.00000000,1700,constructive algorithms;greedy;Greedy Sorting
1854,1227-C,-1.00000000,1700,constructive algorithms
1855,176-A,-2.11111111,1200,greedy;sortings;Custom Comparator Sorting;Greedy Sorting
1856,177-D1,-2.11111111,1200,brute force
1857,797-C,-1.00000000,1700,data structures;greedy;strings;Greedy Sorting;Stack
1858,587-A,-1.44444444,1500,greedy
1859,1478-A,-3.00000000,800,brute force;greedy;Greedy Sorting
1860,1478-B,-2.33333333,1100,brute force;dp;greedy;math;1D DP;Greedy Sorting
1861,892-B,-2.11111111,1200,greedy;implementation;two pointers
1862,913-B,-2.11111111,1200,implementation;trees;Tree DFS
1863,1525-A,-3.00000000,800,math;number theory;Simulation
1864,1525-B,-2.77777778,900,constructive algorithms;greedy
1865,1525-C,-0.33333333,2000,data structures;greedy;implementation;sortings;Longest Increasing Subsequence
1866,1281-B,-1.22222222,1600,greedy;Greedy Sorting
1867,679-A,-1.66666667,1400,constructive algorithms;interactive;math
1868,1547-A,-3.00000000,800,implementation;math;GCD
1869,1547-B,-3.00000000,800,greedy;implementation;strings;Greedy Sorting
1870,1546-A,-3.00000000,800,brute force;greedy;Brute Force Enumeration
1871,1546-B,-2.11111111,1200,interactive;math;Trie
1872,514-D,-0.33333333,2000,binary search;data structures;two pointers;Sliding Window
1873,1525-F,1.44444444,2800,brute force;dp;flows;graph matchings;Brute Force Enumeration
1874,731-F,-0.55555556,1900,brute force;data structures;implementation;math;number theory
1875,700-B,-0.77777778,1800,dp;graphs;trees;Tree DFS
1876,1593-F,-0.11111111,2100,dp;graphs;implementation;math;Meet-in-the-middle;1D DP
1877,1593-D2,-0.55555556,1900,brute force;math;number theory;Brute Force Enumeration;Modular Arithmetic
1878,863-E,-0.33333333,2000,data structures;sortings;Custom Comparator Sorting;Segment Tree
1879,739-C,0.77777778,2500,data structures;Segment Tree
1880,1602-B,-2.33333333,1100,constructive algorithms;implementation;Backtracking;Simulation
1881,959-F,0.55555556,2400,bitmasks;dp;math;matrices;Bitmask DP
1882,1080-E,0.55555556,2400,strings;Palindrome Detection
1883,138-B,-0.55555556,1900,greedy
1884,514-E,0.11111111,2200,dp;matrices;1D DP
1885,553-C,0.11111111,2200,dsu;graphs;Bipartite Graph Check
1886,980-D,-0.11111111,2100,dp;math;number theory
1887,280-C,0.11111111,2200,implementation;math;probabilities;trees;Expected Value
1888,176-D,0.77777778,2500,dp;2D DP;Longest Common Subsequence
1889,524-D,-0.11111111,2100,greedy;two pointers;Two Pointers on Sorted Array
1890,1433-F,-0.11111111,2100,dp;1D DP;Knapsack
1891,863-F,0.11111111,2200,flows;Max Flow
1892,766-C,-1.00000000,1700,brute force;dp;greedy;strings;1D DP;String Matching
1893,756-B,-1.22222222,1600,binary search;dp;1D DP;Binary Search on Array
1894,553-A,-1.44444444,1500,combinatorics;dp;math;Modular Combinations
1895,546-E,-0.11111111,2100,flows;graphs;math;Max Flow
1896,808-F,0.55555556,2400,binary search;flows;graphs;Binary Search on Answer;Max Flow
1897,793-D,-0.11111111,2100,dp;graphs;shortest paths
1898,995-C,0.33333333,2300,brute force;data structures;geometry;greedy;math;sortings
1899,515-E,0.33333333,2300,data structures;Segment Tree
1900,678-E,0.11111111,2200,bitmasks;dp;math;probabilities;Bitmask DP;Conditional Probability
1901,1152-D,-0.11111111,2100,dp;greedy;trees;Tree DP
1902,498-C,-0.11111111,2100,flows;graph matchings;number theory;Max Flow
1903,1016-A,-2.77777778,900,greedy;implementation;math
1904,1016-B,-1.88888889,1300,brute force;implementation;Brute Force Enumeration
1905,1480-A,-3.00000000,800,games;greedy;strings;Greedy Sorting;String Matching
1906,1454-B,-3.00000000,800,implementation;Simulation
1907,1433-C,-2.77777778,900,constructive algorithms;greedy;Simulation
1908,264-A,-2.11111111,1200,constructive algorithms;data structures;implementation;two pointers;Deque
1909,441-A,-2.55555556,1000,implementation
1910,416-A,-1.66666667,1400,greedy;implementation;two pointers
1911,108-A,-2.55555556,1000,implementation;strings;Palindrome Detection
1912,88-A,-2.11111111,1200,brute force;implementation;Brute Force Enumeration
1913,508-B,-1.88888889,1300,greedy;math;strings
1914,157-B,-2.55555556,1000,geometry;sortings;Distance Between Points
1915,265-B,-2.55555556,1000,greedy;implementation
1916,192-B,-2.33333333,1100,brute force;implementation;Simulation
1917,362-B,-2.33333333,1100,implementation;sortings
1918,259-B,-2.33333333,1100,brute force;implementation;Brute Force Enumeration
1919,233-B,-1.66666667,1400,binary search;brute force;math;Binary Search on Answer
1920,690-C2,-1.44444444,1500,graphs;trees
1921,1108-C,-1.88888889,1300,brute force;greedy;math;Brute Force Enumeration
1922,1108-E2,-0.11111111,2100,data structures;implementation;Segment Tree
1923,964-B,-1.88888889,1300,math;Modular Arithmetic
1924,955-B,-1.66666667,1400,implementation
1925,1162-B,-1.66666667,1400,brute force;greedy;Brute Force Enumeration
1926,1088-C,-1.66666667,1400,constructive algorithms;greedy;math
1927,515-A,-2.55555556,1000,math
1928,386-B,-1.66666667,1400,binary search;brute force;implementation
1929,1217-C,-1.00000000,1700,binary search;bitmasks;brute force;Binary Search on Array
1930,440-A,-3.00000000,800,implementation
1931,413-B,-1.88888889,1300,implementation
1932,373-B,-1.22222222,1600,binary search;implementation;math;Binary Search on Answer
1933,237-C,-1.22222222,1600,binary search;number theory;two pointers;Binary Search on Answer;Prime Sieve
1934,627-A,-1.00000000,1700,dp;math;Bitmask Enumeration
1935,626-C,-1.22222222,1600,brute force;greedy;math;number theory;Binary Search on Answer;LCM
1936,1105-B,-2.33333333,1100,brute force;implementation;strings
1937,883-M,-2.33333333,1100,greedy;math;Modular Arithmetic
1938,721-B,-2.33333333,1100,implementation;math;sortings;strings
1939,731-B,-2.33333333,1100,constructive algorithms;greedy;Greedy Sorting
1940,508-A,-2.33333333,1100,brute force
1941,427-B,-2.33333333,1100,data structures;implementation
1942,1006-C,-2.11111111,1200,binary search;data structures;two pointers;Two Pointers on Sorted Array
1943,387-B,-2.11111111,1200,brute force;greedy;two pointers;Two Pointers on Sorted Array
