student_id,weak_kcs,n_weak,weakest_5
user3160,Distance Between Points;Priority Queue;geometry,3,Distance Between Points;geometry;Priority Queue;Bipartite Graph Check;dsu
user3162,flows;geometry,2,Distance Between Points;geometry;Max Flow;flows;Priority Queue
user3166,2-sat;DFS;Dijkstra;Max Flow;Priority Queue;dsu;flows;geometry,8,Distance Between Points;geometry;graph matchings;Max Flow;Dijkstra
user3176,,0,graphs;Hash Map;divide and conquer;Conditional Probability;dp
user3188,divide and conquer;trees,2,trees;divide and conquer;binary search;data structures;brute force
user3195,brute force;divide and conquer;dp;shortest paths;trees,5,divide and conquer;dp;Meet-in-the-middle;brute force;trees
user3201,Brute Force Enumeration;constructive algorithms;interactive,3,constructive algorithms;interactive;flows;Brute Force Enumeration;string suffix structures
user3207,Priority Queue;geometry,2,Distance Between Points;geometry;Priority Queue;Connected Components;dsu
user3220,,0,geometry;graph matchings;dsu;shortest paths;Knapsack
user324,,0,flows;Binary Lifting;Max Flow;Priority Queue;dsu
user3245,,0,dsu;graphs;trees;dp;Prefix Sum
user3252,,0,trees;brute force;divide and conquer;bitmasks;binary search
user3253,Segment Tree;Tree DFS;brute force;data structures;graphs;greedy;sortings;trees,8,trees;data structures;graphs;dp;binary search
user3261,Bipartite Graph Check;Distance Between Points;Max Flow;flows;geometry;graph matchings,6,Max Flow;Distance Between Points;graph matchings;geometry;Shortest Path in DAG
user3265,Bipartite Graph Check;Distance Between Points;flows;geometry;graph matchings,5,Convex Hull;Distance Between Points;geometry;graph matchings;flows
user3272,Max Flow,1,Max Flow;Min Cut;Dijkstra;graph matchings;Binary Lifting
user3292,Max Flow;dsu;flows;geometry,4,geometry;Max Flow;Dijkstra;flows;DFS
user3308,,0,bitmasks;Bitmask Enumeration;data structures;brute force;Hash Map
user3310,,0,Distance Between Points;geometry;Priority Queue;dsu;Tree DP
user3317,Priority Queue;flows;geometry;graph matchings,4,Polygon Area;geometry;graph matchings;Max Flow;Shortest Path in DAG
user3328,,0,trees;number theory;data structures;ternary search;dsu
user3336,Connected Components;Priority Queue;dsu;geometry,4,geometry;flows;Priority Queue;2-sat;Connected Components
user3360,data structures,1,data structures;Hash Map;dsu;Brute Force Enumeration;Priority Queue
user3363,binary search;bitmasks;brute force;divide and conquer;dp;greedy;trees,7,brute force;divide and conquer;bitmasks;binary search;greedy
user3376,Bipartite Graph Check;Dijkstra;Max Flow;flows;geometry,5,geometry;Max Flow;Dijkstra;flows;Bipartite Graph Check
user3386,,0,trees;divide and conquer;binary search;brute force;shortest paths
user3392,,0,flows;shortest paths;divide and conquer;Max Flow;fft
user3400,,0,flows;Dijkstra;Priority Queue;geometry;Monotonic Queue
user3401,Binary Search on Array;binary search;data structures;divide and conquer;greedy;sortings;trees;two pointers,8,binary search;trees;two pointers;divide and conquer;Binary Search on Array
user3407,2-sat;Bipartite Graph Check;Connected Components;Dijkstra;Distance Between Points;Max Flow;Priority Queue;Topological Sort;dsu;flows;geometry;graph matchings,12,Polygon Area;Orientation Test;Distance Between Points;geometry;Max Flow
user3413,Dijkstra;Max Flow;Priority Queue;flows;geometry;graph matchings,6,geometry;Max Flow;graph matchings;Dijkstra;Priority Queue
user3439,Priority Queue;Stack;data structures;dsu,4,Priority Queue;dsu;Monotonic Stack;Queue;data structures
user3455,binary search;brute force;divide and conquer;trees,4,divide and conquer;trees;brute force;binary search;Meet-in-the-middle
user3474,,0,geometry;dsu;Monotonic Stack;2D DP;Trie
user3486,Line Intersection;Orientation Test;flows;geometry;graph matchings,5,Line Intersection;Orientation Test;Distance Between Points;geometry;graph matchings
user349,divide and conquer;trees,2,divide and conquer;trees;flows;shortest paths;dp
user3514,,0,trees;shortest paths;flows;divide and conquer;data structures
user3520,,0,dsu;graphs;1D DP;trees;String Matching
user3538,Interval DP;dsu;graph matchings,3,graph matchings;flows;Interval DP;dsu;Graph Representation
user3541,Brute Force Enumeration;DFS;DP on DAG;Hash Map;Simulation;Tree DFS;Tree DP;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;graphs;implementation;interactive;shortest paths;string suffix structures;trees;two pointers,20,shortest paths;flows;graphs;divide and conquer;trees
user3549,Distance Between Points;Max Flow;geometry,3,Max Flow;Distance Between Points;graph matchings;geometry;Priority Queue
user3553,Dijkstra;Distance Between Points;dsu;flows;geometry;graph matchings,6,Min Cut;Distance Between Points;geometry;graph matchings;Dijkstra
user3561,BFS;Connected Components;DFS;Dijkstra;Distance Between Points;dsu;flows;geometry;graph matchings,9,Orientation Test;Distance Between Points;geometry;graph matchings;Max Flow
user3563,1D DP;Backtracking;Brute Force Enumeration;DP on DAG;Hash Map;Ordered Set;Segment Tree;Simulation;State Simulation;Tree DFS;Two Pointers on Sorted Array;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;graphs;greedy;hashing;implementation;interactive;sortings;strings;trees;two pointers,26,divide and conquer;trees;dp;two pointers;data structures
user3565,,0,Dijkstra;flows;graph matchings;geometry;Priority Queue
user3573,,0,bitmasks;Bitmask Enumeration;games;number theory;ternary search
user3584,,0,geometry;Dijkstra;dsu;shortest paths;Graph Representation
user3589,divide and conquer;trees,2,trees;divide and conquer;binary search;brute force;Binary Lifting
user3611,DFS;Topological Sort;geometry,3,geometry;graph matchings;Max Flow;Dijkstra;Priority Queue
user362,Distance Between Points;geometry,2,geometry;Distance Between Points;flows;Dijkstra;shortest paths
user3647,Binary Search on Array;Fenwick Tree;binary search;brute force;data structures;greedy;sortings;strings;trees;two pointers,10,two pointers;binary search;greedy;string suffix structures;sortings
user3649,Connected Components;Cycle Detection;DFS;Polygon Area;Topological Sort;dsu;geometry,7,Polygon Area;Distance Between Points;geometry;graph matchings;Bipartite Graph Check
user3657,Activity Selection;Binary Search on Answer;Binary Search on Array;Custom Comparator Sorting;Greedy Sorting;binary search;data structures;greedy;sortings;strings;ternary search;trees;two pointers,13,binary search;sortings;Binary Search on Array;two pointers;string suffix structures
user3658,Dijkstra;Distance Between Points;Priority Queue;Shortest Path in DAG;dsu;geometry,6,Polygon Area;Distance Between Points;geometry;Max Flow;Dijkstra
user3660,Shortest Path in DAG;geometry;graph matchings,3,geometry;graph matchings;Dijkstra;Shortest Path in DAG;Priority Queue
user3667,,0,flows;shortest paths;constructive algorithms;games;graphs
user3669,flows;geometry;graph matchings,3,geometry;Distance Between Points;graph matchings;flows;Priority Queue
user368,,0,flows;divide and conquer;trees;string suffix structures;shortest paths
user3685,Convex Hull;Distance Between Points;Max Flow;Orientation Test;Polygon Area;flows;geometry,7,Polygon Area;Line Intersection;geometry;Orientation Test;flows
user3686,Distance Between Points;Max Flow;Priority Queue;flows;geometry;graph matchings,6,Max Flow;Distance Between Points;geometry;graph matchings;Dijkstra
user3712,Fenwick Tree;Ordered Set;binary search;data structures;flows;graphs;shortest paths;trees;two pointers,9,data structures;trees;two pointers;Fenwick Tree;binary search
user3721,Dijkstra;Distance Between Points;Priority Queue;dsu;geometry,5,Distance Between Points;geometry;graph matchings;Dijkstra;Bipartite Graph Check
user373,Distance Between Points;Topological Sort;flows;geometry;graph matchings,5,Polygon Area;Distance Between Points;Convex Hull;geometry;graph matchings
user3730,Dijkstra;geometry,2,Dijkstra;graph matchings;geometry;Priority Queue;dsu
user3734,,0,Polygon Area;Orientation Test;Tree DFS;dsu;geometry
user3739,Max Flow;Priority Queue;flows;geometry;graph matchings,5,Distance Between Points;geometry;Max Flow;graph matchings;Dijkstra
user3755,divide and conquer,1,divide and conquer;trees;flows;shortest paths;dp
user3756,flows;shortest paths,2,flows;shortest paths;divide and conquer;trees;graphs
user3757,Priority Queue;flows;geometry,3,Polygon Area;Orientation Test;Distance Between Points;geometry;Max Flow
user3758,Bitmask Enumeration;math;number theory,3,number theory;math;Fast Exponentiation;Prime Factorization;Bitmask Enumeration
user3774,Connected Components;Cycle Detection;flows;geometry;graph matchings,5,Polygon Area;geometry;graph matchings;Max Flow;flows
user3778,,0,flows;geometry;Line Intersection;shortest paths;Max Flow
user3780,,0,Tree DP;DP on DAG;Binary Lifting;fft;dp
user3784,Bipartite Graph Check;Max Flow;flows;graph matchings,4,graph matchings;Max Flow;flows;Bipartite Graph Check;Topological Sort
user3795,Bipartite Graph Check;Distance Between Points;Priority Queue;dsu;geometry;graph matchings,6,Polygon Area;Distance Between Points;geometry;graph matchings;flows
user3821,Bitmask Enumeration;binary search;bitmasks;brute force;data structures;games;greedy;two pointers,8,brute force;binary search;bitmasks;two pointers;greedy
user3835,Min Cut;flows;geometry;graph matchings,4,Line Intersection;Orientation Test;Min Cut;geometry;Max Flow
user3840,Bipartite Graph Check;Convex Hull;Dijkstra;Distance Between Points;Max Flow;Orientation Test;Polygon Area;Priority Queue;Shortest Path in DAG;flows;geometry;graph matchings,12,Line Intersection;Polygon Area;Orientation Test;Distance Between Points;Convex Hull
user3849,Connected Components,1,geometry;Dijkstra;Bipartite Graph Check;Priority Queue;Topological Sort
user3855,BFS;Connected Components;DFS;Dijkstra;Line Intersection;dsu;flows;geometry;graph matchings,9,Line Intersection;Distance Between Points;Min Cut;geometry;graph matchings
user3859,bitmasks;brute force;trees,3,dp;brute force;Bitmask DP;bitmasks;trees
user3860,,0,geometry;graph matchings;flows;dsu;shortest paths
user3869,,0,trees;divide and conquer;shortest paths;flows;Binary Lifting
user3882,brute force;divide and conquer;flows;shortest paths,4,divide and conquer;flows;shortest paths;brute force;trees
user3886,dsu,1,geometry;Max Flow;Shortest Path in DAG;flows;dsu
user3888,,0,trees;flows;shortest paths;Tree Diameter;Max Flow
user3901,,0,Priority Queue;shortest paths;DFS;2D DP;graphs
user3904,Binary Search on Array;Brute Force Enumeration;Hash Map;Meet-in-the-middle;Two Pointers on Sorted Array;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;flows;geometry;graphs;greedy;implementation;shortest paths;sortings;string suffix structures;strings;trees;two pointers,22,divide and conquer;trees;two pointers;binary search;string suffix structures
user3908,binary search;divide and conquer;shortest paths;trees,4,trees;divide and conquer;binary search;shortest paths;two pointers
user391,,0,flows;trees;shortest paths;divide and conquer;Max Flow
user3911,,0,Max Flow;flows;Bipartite Graph Check;Topological Sort;shortest paths
user3912,Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Fenwick Tree;Multiset;binary search;bitmasks;brute force;data structures;divide and conquer;games;greedy;implementation;sortings;string suffix structures;strings;trees;two pointers,18,binary search;brute force;two pointers;greedy;bitmasks
user3913,Distance Between Points;flows;geometry,3,Min Cut;geometry;Distance Between Points;graph matchings;flows
user3926,Dijkstra;Distance Between Points;Priority Queue;flows;geometry,5,Polygon Area;Orientation Test;Distance Between Points;Dijkstra;graph matchings
user3939,Brute Force Enumeration;constructive algorithms;implementation;interactive,4,constructive algorithms;interactive;Brute Force Enumeration;implementation;brute force
user3940,,0,Dijkstra;Priority Queue;shortest paths;dsu;Binary Lifting
user3953,2-sat;BFS;Interval DP;Priority Queue;dsu;flows;geometry;graph matchings,8,Distance Between Points;geometry;graph matchings;Max Flow;Dijkstra
user3957,Dijkstra;Orientation Test;geometry,3,Orientation Test;Dijkstra;graph matchings;geometry;Bipartite Graph Check
user3970,Dijkstra;Priority Queue;dsu;geometry,4,geometry;Dijkstra;Priority Queue;Topological Sort;dsu
user3974,Brute Force Enumeration;Greedy Sorting;Ordered Set;Simulation;State Simulation;Tree DP;brute force;constructive algorithms;data structures;dp;fft;graphs;greedy;implementation;interactive;sortings;strings;trees;two pointers,19,divide and conquer;two pointers;brute force;greedy;trees
user3977,bitmasks;brute force;divide and conquer;dp;shortest paths;trees,6,divide and conquer;brute force;dp;bitmasks;trees
user3985,,0,shortest paths;data structures;flows;graphs;Priority Queue
user3989,Brute Force Enumeration;Tree DFS;Tree DP;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;graphs;implementation;shortest paths;trees;two pointers,14,divide and conquer;trees;dp;fft;shortest paths
user4000,Line Intersection;flows;geometry,3,Line Intersection;geometry;flows;Bipartite Graph Check;shortest paths
user402,Binary Search on Answer;Binary Search on Array;Distance Between Points;Two Pointers on Sorted Array;binary search;brute force;games;geometry;greedy;number theory;sortings;string suffix structures;ternary search;trees;two pointers,15,binary search;Binary Search on Array;geometry;sortings;two pointers
user4037,brute force;constructive algorithms;divide and conquer,3,divide and conquer;brute force;constructive algorithms;Meet-in-the-middle;dp
user4041,Bipartite Graph Check;Distance Between Points;geometry,3,Distance Between Points;geometry;Max Flow;graph matchings;flows
user4042,Binary Lifting;Convex Hull;Distance Between Points;Line Intersection;Orientation Test;binary search;geometry;string suffix structures,8,geometry;Convex Hull;Line Intersection;Orientation Test;binary search
user4045,,0,Priority Queue;BFS;dsu;Graph Representation;Knapsack
user4088,Bipartite Graph Check;Priority Queue;flows;geometry;graph matchings,5,geometry;graph matchings;flows;Priority Queue;Bipartite Graph Check
user4108,trees,1,trees;divide and conquer;Binary Lifting;dp;shortest paths
user4122,,0,Topological Sort;DFS;dsu;Tree DP;Strongly Connected Components
user4123,,0,trees;data structures;shortest paths;Hash Map;dsu
user4127,1D DP;Bitmask DP;Knapsack;Longest Increasing Subsequence;Meet-in-the-middle;Tree DP;divide and conquer;dp;fft,9,dp;Tree DP;DP on DAG;Digit DP;fft
user4138,Binary Search on Array;Brute Force Enumeration;Meet-in-the-middle;Ordered Set;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;graphs;greedy;implementation;shortest paths;sortings;strings;trees;two pointers,19,binary search;brute force;two pointers;greedy;divide and conquer
user4139,brute force;data structures;divide and conquer;trees,4,brute force;data structures;trees;divide and conquer;bitmasks
user4142,Connected Components;DFS;Interval DP;Shortest Path in DAG;dsu;geometry;graph matchings,7,Distance Between Points;Convex Hull;geometry;graph matchings;Max Flow
user4148,Binary Lifting;Brute Force Enumeration;Max Flow;Priority Queue;Tree DFS;Tree Diameter;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;flows;graph matchings;graphs;implementation;trees;two pointers,18,graphs;shortest paths;flows;divide and conquer;Max Flow
user4154,Bipartite Graph Check;Dijkstra;Distance Between Points;flows;geometry;graph matchings,6,Orientation Test;Distance Between Points;geometry;graph matchings;Dijkstra
user4163,,0,trees;divide and conquer;binary search;ternary search;brute force
user4167,Activity Selection;Binary Search on Answer;Binary Search on Array;Coordinate Compression;Custom Comparator Sorting;Greedy Sorting;Hash Map;Sliding Window;Two Pointers on Sorted Array;binary search;brute force;constructive algorithms;data structures;geometry;greedy;implementation;sortings;string suffix structures;strings;trees;two pointers,21,two pointers;binary search;sortings;greedy;string suffix structures
user4173,,0,flows;trees;divide and conquer;geometry;shortest paths
user4177,Brute Force Enumeration;Fenwick Tree;Hash Map;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;greedy;implementation;string suffix structures;trees;two pointers,15,brute force;dp;divide and conquer;Multiset;data structures
user4179,Brute Force Enumeration;Hash Map;Simulation;State Simulation;Two Pointers on Sorted Array;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;greedy;implementation;interactive;sortings;string suffix structures;strings;trees;two pointers,19,two pointers;implementation;data structures;constructive algorithms;Brute Force Enumeration
user4183,Brute Force Enumeration;Hash Map;Tree DFS;Tree DP;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;graphs;hashing;implementation;shortest paths;strings;trees;two pointers,17,trees;divide and conquer;shortest paths;flows;Multiset
user420,2-sat;Connected Components;DFS;Dijkstra;Max Flow;dsu;flows;geometry;graph matchings,9,Line Intersection;geometry;graph matchings;Max Flow;Dijkstra
user4202,Distance Between Points;flows;geometry;graph matchings,4,geometry;Distance Between Points;Max Flow;graph matchings;flows
user4209,shortest paths;trees,2,shortest paths;trees;divide and conquer;graphs;Ordered Set
user4223,,0,Dijkstra;flows;Priority Queue;geometry;shortest paths
user423,binary search;string suffix structures;trees;two pointers,4,binary search;two pointers;trees;string suffix structures;data structures
user4233,,0,flows;shortest paths;trees;graphs;geometry
user4239,Distance Between Points;flows;geometry;graph matchings,4,Distance Between Points;geometry;graph matchings;Shortest Path in DAG;flows
user4259,geometry,1,geometry;Max Flow;Shortest Path in DAG;flows;Priority Queue
user4280,Prime Sieve;combinatorics;math,3,math;combinatorics;Combinations;games;Prime Sieve
user4281,trees,1,trees;dp;data structures;Ordered Set;graphs
user4286,BFS;Bipartite Graph Check;Connected Components;Cycle Detection;DFS;Distance Between Points;Interval DP;Line Intersection;Orientation Test;Polygon Area;Priority Queue;dsu;flows;geometry;graph matchings,15,Line Intersection;Polygon Area;Orientation Test;Distance Between Points;Convex Hull
user429,,0,DP on DAG;Tree DP;graphs;String Matching;Ordered Set
user4295,,0,DFS;Tree DFS;Tree DP;Suffix Automaton;hashing
user4308,Polygon Area,1,Polygon Area;geometry;flows;Orientation Test;Max Flow
user4314,Connected Components;DFS;dsu;flows;geometry,5,Orientation Test;Distance Between Points;geometry;Max Flow;Bipartite Graph Check
user4316,Dijkstra;geometry,2,Line Intersection;Polygon Area;Distance Between Points;geometry;Max Flow
user4318,Distance Between Points;Orientation Test;Priority Queue;flows;geometry;graph matchings,6,Polygon Area;Orientation Test;Min Cut;Distance Between Points;geometry
user4328,Dijkstra;Distance Between Points;geometry;graph matchings,4,Distance Between Points;geometry;Dijkstra;graph matchings;Priority Queue
user4331,0-1 BFS;2-sat;Bipartite Graph Check;Connected Components;Convex Hull;DFS;Dijkstra;Distance Between Points;Line Intersection;Max Flow;Orientation Test;Priority Queue;dsu;flows;geometry;graph matchings,16,Line Intersection;Orientation Test;Distance Between Points;Convex Hull;geometry
user4340,Line Intersection;Priority Queue;flows;geometry;graph matchings,5,Line Intersection;geometry;graph matchings;Dijkstra;flows
user4371,,0,dsu;trees;ternary search;Monotonic Stack;Tree DFS
user4377,,0,Ordered Set;dsu;flows;data structures;shortest paths
user4384,Prime Sieve;math;number theory,3,math;Prime Sieve;number theory;games;combinatorics
user4392,Binary Search on Answer;Fenwick Tree;binary search;brute force;data structures;divide and conquer;greedy;sortings;ternary search;trees;two pointers,11,binary search;two pointers;greedy;brute force;trees
user4408,,0,flows;Dijkstra;dsu;shortest paths;Monotonic Stack
user442,Activity Selection;Binary Search on Answer;Binary Search on Array;Brute Force Enumeration;Greedy Sorting;Interval Scheduling;Simulation;Sliding Window;Two Pointers on Sorted Array;binary search;brute force;constructive algorithms;data structures;divide and conquer;greedy;hashing;implementation;interactive;sortings;string suffix structures;strings;ternary search;trees;two pointers,24,binary search;string suffix structures;two pointers;greedy;strings
user4426,Brute Force Enumeration;Monotonic Stack;Prefix Sum;Priority Queue;Segment Tree;Simulation;Stack;State Simulation;brute force;constructive algorithms;data structures;dsu;implementation;interactive;strings;trees;two pointers,17,data structures;Brute Force Enumeration;Ordered Set;two pointers;implementation
user4440,Dijkstra;Max Flow;flows;geometry;graph matchings,5,Line Intersection;Convex Hull;geometry;graph matchings;Dijkstra
user4443,Bipartite Graph Check;Dijkstra;Distance Between Points;Priority Queue;flows;geometry;graph matchings,7,Line Intersection;Distance Between Points;geometry;graph matchings;Dijkstra
user4454,geometry,1,Polygon Area;geometry;flows;shortest paths;dsu
user4459,Distance Between Points;geometry,2,Distance Between Points;geometry;graph matchings;flows;Bipartite Graph Check
user4461,Distance Between Points;Priority Queue;flows;geometry;graph matchings,5,Distance Between Points;geometry;Max Flow;graph matchings;Dijkstra
user4466,DFS;Distance Between Points;Max Flow;dsu;flows;geometry;graph matchings,7,Distance Between Points;geometry;graph matchings;Max Flow;Bipartite Graph Check
user447,flows,1,flows;shortest paths;divide and conquer;Max Flow;fft
user4477,Bipartite Graph Check;Dijkstra;Max Flow;flows;geometry;graph matchings,6,Distance Between Points;geometry;Max Flow;graph matchings;Dijkstra
user4493,Priority Queue;flows;geometry,3,Convex Hull;geometry;graph matchings;Dijkstra;flows
user4499,flows,1,Max Flow;flows;dsu;DFS;Tree DFS
user4536,Binary Search on Answer;Binary Search on Array;Fenwick Tree;binary search;data structures;divide and conquer;greedy;sortings;string suffix structures;strings;trees;two pointers,12,binary search;string suffix structures;two pointers;Binary Search on Array;trees
user4549,Binary Search on Array;Brute Force Enumeration;Hash Map;Two Pointers on Sorted Array;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;graphs;greedy;implementation;shortest paths;sortings;strings;trees;two pointers,18,divide and conquer;two pointers;trees;brute force;greedy
user4558,graph matchings,1,Dijkstra;graph matchings;flows;dsu;Monotonic Stack
user4561,Convex Hull;Distance Between Points;Line Intersection;flows;geometry;graph matchings,6,Line Intersection;Distance Between Points;Convex Hull;geometry;graph matchings
user457,BFS;DFS;Interval DP;Priority Queue;dsu;flows;geometry;graph matchings,8,Polygon Area;geometry;graph matchings;Priority Queue;flows
user4579,,0,dsu;Tree DFS;Knapsack;hashing;graphs
user4598,Convex Hull;flows;geometry,3,Convex Hull;geometry;Max Flow;Dijkstra;flows
user46,Brute Force Enumeration;Hash Map;Ordered Set;Sliding Window;Two Pointers on Sorted Array;binary search;data structures;hashing;sortings;strings;trees;two pointers,12,Multiset;two pointers;data structures;Hash Map;Ordered Set
user4601,Bipartite Graph Check;Dijkstra;Orientation Test;Priority Queue;dsu;flows;geometry;graph matchings,8,Polygon Area;Orientation Test;Distance Between Points;geometry;graph matchings
user4617,,0,trees;divide and conquer;binary search;brute force;ternary search
user4619,Bitmask Enumeration;Difference Array;GCD;Modular Arithmetic;Prime Factorization;Prime Sieve;bitmasks;brute force;combinatorics;games;math;matrices;number theory,13,math;number theory;Prime Sieve;games;combinatorics
user463,,0,graph matchings;Priority Queue;flows;Polygon Area;Bipartite Graph Check
user4650,Bipartite Graph Check;DFS;Dijkstra;Priority Queue;flows;geometry,6,Line Intersection;geometry;graph matchings;Max Flow;Dijkstra
user4655,Binary Search on Array;binary search;divide and conquer;trees;two pointers,5,binary search;trees;two pointers;divide and conquer;Binary Search on Array
user466,Bitmask Enumeration;binary search;bitmasks;brute force;dp;fft;games;graphs;greedy;number theory;probabilities;shortest paths;trees,13,divide and conquer;brute force;binary search;bitmasks;greedy
user4666,,0,flows;divide and conquer;trees;geometry;fft
user4672,Bipartite Graph Check;Distance Between Points;Priority Queue;flows;geometry;graph matchings,6,Orientation Test;geometry;Distance Between Points;graph matchings;Dijkstra
user4675,binary search;brute force;data structures;divide and conquer;flows;graphs;shortest paths;trees,8,divide and conquer;trees;shortest paths;graphs;brute force
user4682,Bitmask Enumeration;Combinations;Divisors;Expected Value;GCD;LCM;Modular Arithmetic;Modular Combinations;Permutations;bitmasks;chinese remainder theorem;combinatorics;games;math;matrices;number theory;probabilities,17,math;number theory;Permutations;Prime Sieve;Prime Factorization
user4685,Topological Sort;geometry,2,Line Intersection;Distance Between Points;geometry;Shortest Path in DAG;Priority Queue
user4686,,0,binary search;trees;string suffix structures;flows;geometry
user4690,Binary Search on Array;Greedy Sorting;binary search;brute force;data structures;greedy;number theory;sortings;string suffix structures;strings;trees;two pointers,12,binary search;two pointers;sortings;Binary Search on Array;string suffix structures
user4706,divide and conquer;flows,2,flows;divide and conquer;trees;shortest paths;geometry
user4710,Line Intersection;Max Flow;flows;geometry;graph matchings,5,Line Intersection;Distance Between Points;geometry;Max Flow;graph matchings
user4718,geometry,1,geometry;flows;Priority Queue;Topological Sort;dsu
user473,DFS;Dijkstra;Interval DP;Max Flow;Topological Sort;flows;geometry;graph matchings,8,geometry;graph matchings;Max Flow;Dijkstra;Bipartite Graph Check
user4734,geometry;graph matchings,2,Polygon Area;Max Flow;geometry;graph matchings;Priority Queue
user4737,flows;geometry,2,Distance Between Points;geometry;Max Flow;graph matchings;flows
user475,flows;geometry,2,geometry;Dijkstra;graph matchings;Shortest Path in DAG;flows
user4758,Bipartite Graph Check;Dijkstra;Polygon Area;Priority Queue;geometry,5,Polygon Area;Distance Between Points;geometry;graph matchings;Dijkstra
user476,,0,divide and conquer;binary search;trees;ternary search;brute force
user4762,,0,dsu;shortest paths;Knapsack;Tree DFS;2D DP
user478,Line Intersection;Max Flow;geometry;graph matchings,4,Line Intersection;Max Flow;geometry;graph matchings;Dijkstra
user4785,,0,dsu;Lowest Common Ancestor;Tree DFS;shortest paths;geometry
user4804,,0,Priority Queue;Dijkstra;shortest paths;dsu;trees
user4808,Bipartite Graph Check;Distance Between Points;Max Flow;Orientation Test;Priority Queue;flows;geometry;graph matchings,8,Orientation Test;Distance Between Points;geometry;Max Flow;graph matchings
user482,,0,divide and conquer;dp;trees;flows;Tree DP
user4827,flows;geometry,2,Convex Hull;geometry;Max Flow;Dijkstra;flows
user4832,Dijkstra;Distance Between Points;Orientation Test;flows;geometry;graph matchings,6,Orientation Test;Distance Between Points;geometry;graph matchings;Dijkstra
user4835,Bipartite Graph Check;Dijkstra;Distance Between Points;Priority Queue;flows;geometry;graph matchings,7,Polygon Area;Distance Between Points;geometry;Max Flow;graph matchings
user4841,Meet-in-the-middle;divide and conquer;dp;flows;shortest paths;trees,6,divide and conquer;trees;shortest paths;flows;fft
user4845,,0,divide and conquer;flows;trees;shortest paths;fft
user4856,Binary Search on Array;binary search;greedy;sortings;trees;two pointers,6,binary search;Binary Search on Array;sortings;two pointers;geometry
user4867,Binary Search on Array;Hash Map;Ordered Set;Two Pointers on Sorted Array;binary search;data structures;geometry;greedy;sortings;string suffix structures;strings;two pointers,12,two pointers;binary search;sortings;Two Pointers on Sorted Array;geometry
user4875,Priority Queue;flows;geometry,3,geometry;Distance Between Points;graph matchings;flows;Priority Queue
user4878,binary search;bitmasks;brute force;constructive algorithms;trees,5,binary search;brute force;trees;games;constructive algorithms
user4882,DFS;Line Intersection;Max Flow;dsu;flows;geometry;graph matchings,7,Line Intersection;Polygon Area;geometry;graph matchings;Max Flow
user489,2-sat;BFS;Connected Components;Cycle Detection;Interval DP;Polygon Area;Priority Queue;Topological Sort;dsu;flows;geometry;graph matchings,12,Line Intersection;Polygon Area;Distance Between Points;geometry;graph matchings
user4895,flows;geometry,2,Distance Between Points;geometry;graph matchings;Priority Queue;Bipartite Graph Check
user4898,Binary Search on Answer;Binary Search on Array;Brute Force Enumeration;binary search;brute force;constructive algorithms;data structures;greedy;sortings;string suffix structures;strings;ternary search;trees;two pointers,14,binary search;two pointers;data structures;string suffix structures;greedy
user4911,,0,dsu;DFS;Monotonic Stack;Tree DFS;Tree DP
user4912,,0,1D DP;dp;String Matching;strings;Binary Search on Array
user4915,geometry;graph matchings,2,Max Flow;geometry;graph matchings;flows;Distance Between Points
user492,,0,geometry;divide and conquer;trees;shortest paths;probabilities
user4934,Binary Search on Answer;Binary Search on Array;Coordinate Compression;Two Pointers on Sorted Array;binary search;brute force;divide and conquer;games;geometry;graphs;greedy;sortings;string suffix structures;trees;two pointers,15,binary search;geometry;Binary Search on Array;two pointers;sortings
user4941,Priority Queue;Topological Sort;geometry,3,Distance Between Points;geometry;flows;Priority Queue;Topological Sort
user4954,,0,dsu;Monotonic Stack;graph matchings;Difference Array;geometry
user4966,Priority Queue,1,geometry;Priority Queue;dsu;DP on DAG;Knapsack
user4986,Priority Queue;geometry;graph matchings,3,Distance Between Points;geometry;graph matchings;Priority Queue;dsu
user4987,,0,flows;Max Flow;shortest paths;trees;Priority Queue
user499,,0,flows;Polygon Area;geometry;Binary Lifting;Priority Queue
user4995,,0,Shortest Path in DAG;dsu;Knapsack;2D DP;Longest Increasing Subsequence
user4996,Distance Between Points;geometry,2,Orientation Test;Distance Between Points;geometry;Connected Components;dsu
user5008,flows,1,Distance Between Points;geometry;flows;dsu;shortest paths
user5009,,0,Dijkstra;shortest paths;Lowest Common Ancestor;dsu;Binary Lifting
user5025,,0,geometry;Priority Queue;2-sat;dsu;fft
user5044,2-sat;Distance Between Points;Max Flow;Priority Queue;dsu;flows;geometry;graph matchings,8,Distance Between Points;Min Cut;geometry;Max Flow;graph matchings
user5052,Dijkstra;graph matchings,2,geometry;graph matchings;Dijkstra;Connected Components;dsu
