student_id,weak_kcs,n_weak,weakest_5
user3336,geometry,1,geometry;flows;2-sat;Strongly Connected Components;2D DP
user3360,data structures;two pointers,2,data structures;two pointers;binary search;Hash Map;brute force
user3363,binary search;bitmasks;brute force;divide and conquer;graphs;greedy;trees;two pointers,8,brute force;divide and conquer;graphs;bitmasks;binary search
user3376,geometry,1,geometry;Max Flow;flows;Bipartite Graph Check;2D DP
user3386,Binary Search on Array;binary search;data structures;two pointers,4,two pointers;binary search;data structures;Binary Search on Array;Binary Search on Answer
user3392,,0,flows;Ordered Set;graphs;shortest paths;binary search
user3400,,0,ternary search;2D DP;Knapsack;graph matchings;hashing
user3401,Binary Search on Array;Connected Components;Dijkstra;Graph Representation;binary search;divide and conquer;graphs;shortest paths,8,divide and conquer;shortest paths;binary search;Binary Search on Answer;Dijkstra
user3407,Distance Between Points;Max Flow;flows;geometry;graph matchings,5,Orientation Test;Polygon Area;geometry;graph matchings;Max Flow
user3413,,0,Max Flow;flows;graph matchings;Binary Lifting;Binary Search on Answer
user3439,Bitmask Enumeration;Difference Array;bitmasks;brute force;dsu,5,Bitmask Enumeration;bitmasks;dsu;brute force;Difference Array
user3455,binary search;divide and conquer;trees,3,binary search;trees;divide and conquer;greedy;dp
user3474,,0,geometry;2D DP;Hash Map;Monotonic Stack;dsu
user3486,Line Intersection;Orientation Test;flows;geometry;graph matchings,5,Line Intersection;Orientation Test;geometry;Distance Between Points;graph matchings
user349,,0,divide and conquer;flows;Bitmask Enumeration;dp;trees
user3514,,0,trees;divide and conquer;shortest paths;graphs;Tree DFS
user3520,,0,graphs;trees;dsu;dp;combinatorics
user3538,graph matchings,1,graph matchings;flows;Interval DP;2D DP;dsu
user3541,Brute Force Enumeration;DFS;Monotonic Stack;Simulation;Stack;Tree DFS;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;dsu;graphs;greedy;implementation;interactive;shortest paths;trees;two pointers,20,graphs;shortest paths;divide and conquer;trees;flows
user3549,,0,Max Flow;graph matchings;flows;Bipartite Graph Check;2-sat
user3553,Distance Between Points;geometry;graph matchings,3,Min Cut;geometry;Distance Between Points;graph matchings;flows
user3561,Distance Between Points;geometry;graph matchings,3,Orientation Test;geometry;Distance Between Points;graph matchings;Max Flow
user3563,1D DP;Binary Search on Array;Brute Force Enumeration;DP on DAG;Greedy Sorting;Hash Map;Ordered Set;Segment Tree;Tree DFS;Two Pointers on Sorted Array;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;graphs;greedy;implementation;sortings;strings;trees;two pointers,24,divide and conquer;dp;two pointers;brute force;trees
user3565,,0,ternary search;Hash Map;Binary Search on Answer;binary search;Binary Search on Array
user3573,Bitmask Enumeration;bitmasks;games;math;number theory,5,bitmasks;Bitmask Enumeration;math;number theory;games
user3584,,0,geometry;Ordered Set;Tree DFS;2D DP;Hash Map
user3589,brute force;data structures;two pointers,3,data structures;two pointers;brute force;binary search;bitmasks
user3611,geometry,1,geometry;graph matchings;Max Flow;flows;Strongly Connected Components
user362,,0,flows;geometry;shortest paths;graphs;Tree Diameter
user3647,Binary Search on Array;Bitmask Enumeration;Fenwick Tree;binary search;bitmasks;brute force;data structures;divide and conquer;greedy;implementation;sortings;two pointers,12,brute force;two pointers;bitmasks;greedy;data structures
user3649,Polygon Area;geometry,2,Polygon Area;geometry;graph matchings;Distance Between Points;Bipartite Graph Check
user3657,Activity Selection;Binary Search on Answer;Binary Search on Array;Brute Force Enumeration;Custom Comparator Sorting;Greedy Sorting;Simulation;binary search;brute force;constructive algorithms;divide and conquer;greedy;implementation;sortings;ternary search;trees;two pointers,17,greedy;binary search;Binary Search on Array;sortings;Activity Selection
user3658,Distance Between Points;geometry,2,Max Flow;Polygon Area;geometry;Distance Between Points;flows
user3660,,0,ternary search;graph matchings;Binary Search on Answer;flows;graphs
user3667,,0,games;graphs;trees;combinatorics;math
user3669,geometry,1,geometry;flows;graph matchings;Distance Between Points;Ordered Set
user368,,0,binary search;ternary search;dp;trees;Binary Search on Answer
user3685,,0,geometry;flows;Min Cut;Binary Lifting;Convex Hull
user3686,,0,Max Flow;flows;geometry;graph matchings;Multiset
user3712,Bitmask Enumeration;Fenwick Tree;Graph Representation;Ordered Set;Priority Queue;Segment Tree;Tree DFS;binary search;bitmasks;brute force;data structures;divide and conquer;dsu;graphs;math;number theory;shortest paths;trees;two pointers,19,data structures;trees;graphs;divide and conquer;shortest paths
user3721,Distance Between Points;geometry,2,graph matchings;geometry;flows;Distance Between Points;Bipartite Graph Check
user373,geometry,1,Polygon Area;geometry;Convex Hull;graph matchings;Distance Between Points
user3730,,0,graph matchings;ternary search;flows;2-sat;Dijkstra
user3734,,0,trees;Hash Map;dsu;Tree DFS;data structures
user3739,Max Flow;flows;graph matchings,3,Max Flow;graph matchings;flows;Priority Queue;geometry
user3755,,0,brute force;trees;graphs;divide and conquer;binary search
user3756,,0,divide and conquer;graphs;shortest paths;flows;Ordered Set
user3757,geometry,1,Orientation Test;Polygon Area;geometry;Distance Between Points;graph matchings
user3758,Bitmask Enumeration;Difference Array;Divisors;Tree DFS;bitmasks;data structures;dsu;number theory;trees,9,dsu;Monotonic Queue;Monotonic Stack;Difference Array;Queue
user3774,geometry;graph matchings,2,geometry;Polygon Area;graph matchings;Max Flow;flows
user3778,graphs;shortest paths,2,graphs;shortest paths;two pointers;flows;divide and conquer
user3780,2D DP;DP on DAG;Interval DP;Knapsack;Line Intersection;geometry,6,Interval DP;Edit Distance;Line Intersection;2D DP;Knapsack
user3784,,0,graph matchings;Max Flow;flows;Ordered Set;Bipartite Graph Check
user3795,graph matchings,1,graph matchings;Polygon Area;geometry;flows;2-sat
user3821,Binary Search on Array;Bitmask Enumeration;Fenwick Tree;Ordered Set;binary search;bitmasks;brute force;data structures;games;greedy;math;sortings;two pointers,13,bitmasks;brute force;two pointers;data structures;Bitmask Enumeration
user3835,Min Cut;flows;graph matchings,3,Min Cut;Max Flow;flows;graph matchings;Priority Queue
user3840,Convex Hull;Distance Between Points;Max Flow;Orientation Test;Polygon Area;geometry;graph matchings,7,Line Intersection;Orientation Test;Polygon Area;geometry;Convex Hull
user3849,,0,geometry;Bipartite Graph Check;2D DP;Hash Map;Priority Queue
user3855,Line Intersection;geometry;graph matchings,3,Min Cut;Line Intersection;geometry;Distance Between Points;graph matchings
user3859,bitmasks;brute force;trees,3,dp;brute force;trees;Bitmask DP;bitmasks
user3860,,0,geometry;graph matchings;flows;dsu;BFS
user3869,,0,dp;Monotonic Queue;Meet-in-the-middle;Bitmask DP;dsu
user3882,binary search;brute force;constructive algorithms;divide and conquer;flows;graphs;greedy;implementation;shortest paths;trees,10,graphs;divide and conquer;brute force;shortest paths;greedy
user3886,,0,geometry;Max Flow;flows;Shortest Path in DAG;Knapsack
user3888,,0,trees;graphs;flows;shortest paths;Max Flow
user3901,,0,Priority Queue;graphs;shortest paths;DFS;trees
user3904,Binary Search on Array;Brute Force Enumeration;Hash Map;Meet-in-the-middle;Two Pointers on Sorted Array;binary search;brute force;data structures;divide and conquer;dp;flows;geometry;graphs;greedy;implementation;shortest paths;sortings;string suffix structures;trees;two pointers,20,divide and conquer;trees;two pointers;brute force;geometry
user3908,Binary Search on Array;binary search;brute force;data structures;divide and conquer;dp;greedy;sortings;trees;two pointers,10,divide and conquer;two pointers;binary search;data structures;greedy
user391,,0,geometry;flows;divide and conquer;shortest paths;trees
user3911,,0,flows;Max Flow;trees;graphs;Tree DFS
user3912,Binary Search on Answer;Binary Search on Array;binary search;bitmasks;brute force;divide and conquer;greedy;sortings;trees;two pointers,10,binary search;brute force;greedy;Binary Search on Array;divide and conquer
user3913,Distance Between Points;flows;geometry,3,Min Cut;geometry;flows;Distance Between Points;graph matchings
user3926,Dijkstra,1,graph matchings;Dijkstra;flows;2-sat;Priority Queue
user3939,,0,interactive;constructive algorithms;binary search;Binary Search on Array;Simulation
user3940,,0,Binary Lifting;Priority Queue;ternary search;dsu;hashing
user3953,flows;geometry;graph matchings,3,geometry;Distance Between Points;graph matchings;Max Flow;flows
user3957,,0,graph matchings;Dijkstra;shortest paths;Bipartite Graph Check;Topological Sort
user3970,geometry,1,geometry;Priority Queue;Strongly Connected Components;2D DP;Dijkstra
user3974,Brute Force Enumeration;Greedy Sorting;Simulation;State Simulation;Tree DP;bitmasks;brute force;constructive algorithms;data structures;dp;fft;graphs;greedy;implementation;interactive;sortings;strings;trees;two pointers,19,divide and conquer;brute force;constructive algorithms;implementation;greedy
user3977,Bitmask Enumeration;bitmasks;brute force;divide and conquer;dp;graphs;shortest paths;trees,8,divide and conquer;brute force;bitmasks;graphs;dp
user3985,bitmasks;brute force;data structures;divide and conquer;graphs;math;number theory;shortest paths;trees,9,bitmasks;brute force;graphs;data structures;trees
user3989,Bitmask DP;Brute Force Enumeration;DFS;Simulation;Tree DFS;Tree DP;brute force;constructive algorithms;divide and conquer;dp;graphs;hashing;implementation;interactive;shortest paths;strings;trees,17,divide and conquer;fft;dp;trees;brute force
user4000,Line Intersection,1,Line Intersection;flows;geometry;Bipartite Graph Check;2D DP
user402,Binary Search on Array;Bitmask Enumeration;Custom Comparator Sorting;Distance Between Points;Sliding Window;Two Pointers on Sorted Array;binary search;bitmasks;brute force;data structures;divide and conquer;geometry;greedy;sortings;trees;two pointers,16,geometry;Polygon Area;Distance Between Points;sortings;two pointers
user4037,,0,ternary search;dp;fft;Binary Search on Answer;Meet-in-the-middle
user4041,Distance Between Points;geometry,2,geometry;Max Flow;graph matchings;Distance Between Points;flows
user4042,Convex Hull;Ordered Set;geometry,3,geometry;Fenwick Tree;Ordered Set;Convex Hull;Mo's Algorithm
user4045,,0,2D DP;Priority Queue;Knapsack;Hash Map;BFS
user4088,geometry;graph matchings,2,geometry;graph matchings;flows;Bipartite Graph Check;2D DP
user4108,,0,dp;fft;divide and conquer;DP on DAG;Tree DP
user4122,,0,hashing;ternary search;trees;Suffix Automaton;Topological Sort
user4123,Connected Components;DFS;Tree DFS;divide and conquer;dsu;graph matchings;graphs;trees,8,shortest paths;trees;graphs;Tree DFS;DFS
user4127,2D DP;Knapsack;Tree DP;dp,4,dp;Interval DP;Tree DP;DP on DAG;2D DP
user4138,Binary Search on Array;Bitmask Enumeration;Brute Force Enumeration;DFS;Graph Representation;Meet-in-the-middle;Ordered Set;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;graphs;greedy;implementation;number theory;shortest paths;sortings;trees;two pointers,22,divide and conquer;brute force;graphs;trees;two pointers
user4139,Bitmask Enumeration;bitmasks;brute force;data structures;graphs;shortest paths,6,bitmasks;Bitmask Enumeration;brute force;graphs;shortest paths
user4142,geometry;graph matchings,2,geometry;Convex Hull;Distance Between Points;graph matchings;Max Flow
user4148,Binary Lifting;Bitmask Enumeration;Brute Force Enumeration;Max Flow;Monotonic Stack;Prefix Sum;Priority Queue;Simulation;Stack;Tree DFS;Tree Diameter;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;dsu;flows;graph matchings;graphs;greedy;implementation;trees;two pointers,25,graphs;shortest paths;divide and conquer;flows;Max Flow
user4154,Distance Between Points;geometry;graph matchings,3,Orientation Test;geometry;Distance Between Points;graph matchings;flows
user4163,trees,1,trees;ternary search;Sparse Table;Tree Diameter;binary search
user4167,Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Coordinate Compression;binary search;bitmasks;brute force;data structures;divide and conquer;geometry;graphs;greedy;implementation;sortings;trees;two pointers,16,binary search;brute force;geometry;greedy;two pointers
user4173,,0,ternary search;binary search;trees;flows;Binary Search on Array
user4177,Brute Force Enumeration;Simulation;Tree DP;brute force;constructive algorithms;data structures;divide and conquer;dp;greedy;implementation;interactive;trees,12,brute force;divide and conquer;trees;constructive algorithms;dp
user4179,Bitmask Enumeration;Brute Force Enumeration;Hash Map;binary search;bitmasks;brute force;data structures;divide and conquer;dp;greedy;implementation;shortest paths;two pointers,13,brute force;data structures;two pointers;bitmasks;divide and conquer
user4183,Brute Force Enumeration;Connected Components;Hash Map;Simulation;Tree DFS;Tree DP;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;graphs;greedy;hashing;implementation;interactive;shortest paths;strings;trees;two pointers,22,trees;divide and conquer;shortest paths;graphs;Tree DFS
user420,Max Flow;flows;geometry;graph matchings,4,Line Intersection;geometry;graph matchings;Max Flow;flows
user4202,,0,geometry;Distance Between Points;Max Flow;flows;Multiset
user4209,graphs,1,graphs;shortest paths;divide and conquer;Ordered Set;trees
user4223,divide and conquer;dp;fft;graphs;shortest paths,5,shortest paths;divide and conquer;flows;graphs;fft
user423,Expected Value;Permutations;bitmasks;brute force;combinatorics;games;probabilities;trees,8,games;probabilities;combinatorics;trees;bitmasks
user4233,,0,Priority Queue;geometry;dsu;Distance Between Points;Polygon Area
user4239,flows;geometry;graph matchings,3,graph matchings;geometry;flows;Distance Between Points;Shortest Path in DAG
user4259,geometry,1,geometry;Max Flow;flows;Priority Queue;Hash Map
user4280,chinese remainder theorem;number theory,2,chinese remainder theorem;number theory;Prime Factorization;Prime Sieve;bitmasks
user4281,,0,dp;Ordered Set;data structures;Hash Map;dsu
user4286,Distance Between Points;Line Intersection;Orientation Test;Polygon Area;geometry;graph matchings,6,Line Intersection;Orientation Test;Polygon Area;geometry;Convex Hull
user429,,0,Ordered Set;DP on DAG;graphs;Tree DP;trees
user4295,,0,Binary Search on Answer;graphs;Tree DFS;2D DP;hashing
user4308,,0,geometry;Ordered Set;ternary search;Orientation Test;Binary Search on Answer
user4314,geometry,1,Orientation Test;geometry;Distance Between Points;Max Flow;flows
user4316,geometry,1,Max Flow;flows;Line Intersection;graph matchings;geometry
user4318,,0,Min Cut;graph matchings;flows;2-sat;Bipartite Graph Check
user4328,,0,geometry;Ordered Set;Hash Map;Multiset;ternary search
user4331,2-sat;Bipartite Graph Check;Convex Hull;Distance Between Points;Line Intersection;Max Flow;Orientation Test;flows;geometry;graph matchings,10,Line Intersection;Max Flow;Orientation Test;graph matchings;Distance Between Points
user4340,Line Intersection,1,Line Intersection;flows;geometry;graph matchings;2-sat
user4371,,0,dsu;Priority Queue;Monotonic Stack;Bitmask Enumeration;Difference Array
user4377,,0,Bitmask Enumeration;Ordered Set;bitmasks;data structures;dsu
user4384,,0,combinatorics;trees;Combinations;Monotonic Stack;math
user4392,Binary Search on Answer;Fenwick Tree;Meet-in-the-middle;binary search;brute force;data structures;divide and conquer;greedy;sortings;ternary search;trees;two pointers,12,binary search;divide and conquer;ternary search;greedy;Binary Search on Answer
user4408,,0,flows;graph matchings;Dijkstra;dsu;Monotonic Stack
user442,Binary Search on Answer;Binary Search on Array;Brute Force Enumeration;Meet-in-the-middle;String Matching;Tree DFS;Tree DP;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;greedy;hashing;interactive;string suffix structures;strings;ternary search;trees;two pointers,21,string suffix structures;binary search;ternary search;strings;hashing
user4426,BFS;Brute Force Enumeration;Connected Components;DFS;Difference Array;Dijkstra;Graph Representation;Meet-in-the-middle;Monotonic Stack;Prefix Sum;Priority Queue;Segment Tree;Simulation;Stack;State Simulation;Two Pointers on Sorted Array;binary search;brute force;constructive algorithms;data structures;divide and conquer;dsu;graphs;greedy;implementation;interactive;shortest paths;trees;two pointers,29,shortest paths;Priority Queue;data structures;Dijkstra;dsu
user4440,2-sat;BFS;DFS;Max Flow;Strongly Connected Components;flows;graph matchings;graphs,8,graph matchings;Bipartite Graph Check;2-sat;Max Flow;flows
user4443,flows;geometry;graph matchings,3,flows;Line Intersection;geometry;graph matchings;2-sat
user4454,geometry,1,Polygon Area;geometry;flows;Interval DP;Connected Components
user4459,Distance Between Points;geometry,2,geometry;Distance Between Points;graph matchings;flows;Bipartite Graph Check
user4461,Distance Between Points;flows;geometry;graph matchings,4,geometry;Distance Between Points;graph matchings;Max Flow;flows
user4466,Distance Between Points;Max Flow;flows;geometry;graph matchings,5,graph matchings;Max Flow;geometry;Distance Between Points;flows
user447,,0,Binary Lifting;ternary search;trees;Lowest Common Ancestor;Tree DFS
user4477,Max Flow;flows;geometry;graph matchings,4,Max Flow;graph matchings;flows;geometry;Distance Between Points
user4493,flows;geometry,2,geometry;Convex Hull;flows;graph matchings;Hash Map
user4499,,0,Max Flow;flows;Lazy Segment Tree;2D DP;Binary Lifting
user4536,Fenwick Tree;Meet-in-the-middle;binary search;bitmasks;data structures;divide and conquer;dp;trees;two pointers,9,trees;divide and conquer;binary search;data structures;Fenwick Tree
user4549,Binary Search on Array;Bitmask Enumeration;Brute Force Enumeration;Greedy Sorting;Two Pointers on Sorted Array;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;graphs;greedy;implementation;shortest paths;sortings;trees;two pointers,19,divide and conquer;brute force;greedy;two pointers;Meet-in-the-middle
user4558,,0,Ordered Set;dsu;Binary Search on Answer;Hash Map;trees
user4561,,0,graph matchings;flows;2-sat;Bipartite Graph Check;Line Intersection
user457,flows;geometry;graph matchings,3,Polygon Area;geometry;graph matchings;flows;2-sat
user4579,,0,ternary search;graphs;trees;Binary Search on Answer;dsu
user4598,,0,geometry;Max Flow;Convex Hull;flows;ternary search
user46,Brute Force Enumeration;Hash Map;Ordered Set;Sliding Window;binary search;brute force;data structures;divide and conquer;dsu;hashing;strings;trees;two pointers,13,Multiset;data structures;Hash Map;two pointers;Ordered Set
user4601,flows;graph matchings,2,graph matchings;Max Flow;flows;2-sat;Bipartite Graph Check
user4617,Binary Lifting;Sparse Table;Tree DFS;Tree Diameter;trees,5,trees;Binary Lifting;Tree Diameter;Tree DFS;Sparse Table
user4619,Bitmask Enumeration;Difference Array;GCD;Modular Arithmetic;Prefix Sum;Prime Factorization;Prime Sieve;Simulation;Stack;bitmasks;brute force;combinatorics;constructive algorithms;dsu;games;implementation;interactive;math;matrices;number theory,20,number theory;Prime Factorization;Prime Sieve;math;games
user463,,0,dsu;Multiset;Priority Queue;Binary Search on Answer;data structures
user4650,geometry,1,Line Intersection;geometry;graph matchings;Max Flow;flows
user4655,divide and conquer;geometry;graphs;trees,4,geometry;trees;graphs;divide and conquer;Polygon Area
user466,Bitmask Enumeration;Tree DFS;binary search;bitmasks;brute force;combinatorics;dp;fft;games;graphs;number theory;probabilities;ternary search;trees,14,trees;divide and conquer;brute force;probabilities;games
user4666,,0,binary search;ternary search;trees;Binary Lifting;Binary Search on Answer
user4672,,0,Hash Map;flows;geometry;trees;shortest paths
user4675,Tree DFS;binary search;brute force;data structures;divide and conquer;graphs;greedy;shortest paths;trees;two pointers,10,trees;divide and conquer;graphs;Binary Lifting;shortest paths
user4682,Bitmask Enumeration;Combinations;Divisors;GCD;LCM;Modular Arithmetic;Modular Combinations;Permutations;Prefix Sum;Priority Queue;Simulation;bitmasks;chinese remainder theorem;combinatorics;constructive algorithms;dsu;games;interactive;math;matrices;number theory;ternary search,22,Prime Factorization;chinese remainder theorem;number theory;Divisors;Prime Sieve
user4685,,0,Line Intersection;geometry;Distance Between Points;ternary search;2D DP
user4686,Fenwick Tree;binary search;trees;two pointers,4,two pointers;trees;Fenwick Tree;binary search;Binary Lifting
user4690,Binary Search on Array;Greedy Sorting;binary search;bitmasks;brute force;data structures;greedy;math;number theory;sortings;string suffix structures;two pointers,12,binary search;two pointers;bitmasks;Binary Search on Array;greedy
user4706,flows;geometry,2,flows;geometry;shortest paths;Priority Queue;Distance Between Points
user4710,Line Intersection;Max Flow;geometry;graph matchings,4,Line Intersection;geometry;Distance Between Points;Max Flow;graph matchings
user4718,geometry,1,geometry;flows;Priority Queue;Topological Sort;2D DP
user473,geometry;graph matchings,2,graph matchings;geometry;Max Flow;flows;Bipartite Graph Check
user4734,,0,Multiset;Hash Map;Max Flow;Priority Queue;flows
user4737,flows;geometry,2,Max Flow;graph matchings;flows;geometry;Distance Between Points
user475,,0,geometry;Multiset;Hash Map;Priority Queue;Queue
user4758,Polygon Area;geometry,2,geometry;Polygon Area;Distance Between Points;graph matchings;flows
user476,,0,ternary search;binary search;Binary Search on Answer;Binary Search on Array;trees
user4762,,0,dsu;shortest paths;Tree DFS;Binary Search on Answer;graphs
user478,Max Flow;graph matchings,2,graph matchings;Max Flow;Bipartite Graph Check;hashing;Monotonic Queue
user4785,,0,Multiset;geometry;Ordered Set;Lowest Common Ancestor;Binary Search on Answer
user4804,Dijkstra;Distance Between Points;dsu;geometry,4,geometry;Priority Queue;Distance Between Points;Dijkstra;dsu
user4808,,0,geometry;Hash Map;Ordered Set;Orientation Test;hashing
user482,divide and conquer,1,divide and conquer;dp;trees;brute force;Tree DP
user4827,geometry,1,geometry;Convex Hull;Max Flow;flows;Interval DP
user4832,graph matchings,1,graph matchings;Orientation Test;geometry;flows;Distance Between Points
user4835,Distance Between Points;geometry;graph matchings,3,Polygon Area;geometry;Distance Between Points;Max Flow;graph matchings
user4841,Meet-in-the-middle;binary search;brute force;divide and conquer;dp;shortest paths;trees,7,divide and conquer;trees;fft;binary search;brute force
user4845,,0,ternary search;trees;binary search;Binary Search on Answer;divide and conquer
user4856,binary search;greedy,2,greedy;binary search;Interval Scheduling;Greedy Sorting;constructive algorithms
user4867,Binary Search on Array;Ordered Set;binary search;data structures;games;math;sortings;two pointers,8,two pointers;data structures;Ordered Set;binary search;Binary Search on Array
user4875,flows,1,flows;graph matchings;2-sat;shortest paths;Multiset
user4878,Conditional Probability;Tree DFS;binary search;bitmasks;brute force;combinatorics;constructive algorithms;dp;graphs;implementation;math;number theory;probabilities;trees,14,trees;probabilities;games;brute force;combinatorics
user4882,Line Intersection;Max Flow;geometry;graph matchings,4,Line Intersection;Polygon Area;geometry;graph matchings;Max Flow
user489,Polygon Area;geometry;graph matchings,3,Line Intersection;Polygon Area;geometry;Distance Between Points;graph matchings
user4895,,0,geometry;graph matchings;Distance Between Points;flows;Ordered Set
user4898,Brute Force Enumeration;Dijkstra;Meet-in-the-middle;Suffix Array;Tree DFS;Tree DP;constructive algorithms;data structures;divide and conquer;dp;dsu;fft;interactive;shortest paths;string suffix structures;ternary search;trees,17,fft;divide and conquer;dsu;Tree DP;Meet-in-the-middle
user4911,,0,graphs;dsu;DFS;Monotonic Stack;Tree DFS
user4912,,0,dp;binary search;Binary Search on Array;strings;1D DP
user4915,geometry;graph matchings,2,geometry;graph matchings;Max Flow;flows;Distance Between Points
user492,,0,Binary Search on Answer;binary search;Binary Search on Array;games;combinatorics
user4934,Binary Search on Array;Coordinate Compression;Custom Comparator Sorting;Polygon Area;Tree DFS;Two Pointers on Sorted Array;binary search;brute force;data structures;divide and conquer;dp;geometry;greedy;sortings;trees;two pointers,16,geometry;Polygon Area;two pointers;sortings;trees
user4941,,0,geometry;flows;Distance Between Points;Priority Queue;Ordered Set
user4954,,0,Interval DP;Monotonic Stack;ternary search;dsu;Difference Array
user4966,,0,geometry;Priority Queue;Hash Map;dsu;Knapsack
user4986,geometry;graph matchings,2,geometry;Distance Between Points;graph matchings;Priority Queue;2-sat
user4987,,0,flows;Max Flow;shortest paths;trees;Priority Queue
user499,,0,Binary Lifting;Ordered Set;Hash Map;games;trees
user4995,,0,Ordered Set;2D DP;Knapsack;Hash Map;Shortest Path in DAG
user4996,Distance Between Points;geometry,2,Orientation Test;geometry;Distance Between Points;ternary search;Connected Components
user5008,,0,geometry;flows;Distance Between Points;Cycle Detection;2D DP
user5009,,0,shortest paths;graphs;Binary Lifting;Ordered Set;divide and conquer
user5025,,0,2-sat;Priority Queue;Strongly Connected Components;dsu;graphs
user5044,Distance Between Points;Max Flow;flows;geometry;graph matchings,5,Min Cut;geometry;Distance Between Points;graph matchings;Max Flow
user5052,graph matchings,1,geometry;graph matchings;Interval DP;Tree DFS;DFS
user5069,Max Flow;flows;graph matchings,3,Max Flow;graph matchings;flows;geometry;2-sat
user5077,geometry,1,geometry;Distance Between Points;graph matchings;flows;Interval DP
user5086,Convex Hull;Distance Between Points;Line Intersection;Max Flow;geometry;graph matchings,6,Line Intersection;Orientation Test;Polygon Area;geometry;Convex Hull
user5108,,0,Min Cut;Max Flow;Distance Between Points;graph matchings;flows
user511,,0,flows;Max Flow;graph matchings;Interval DP;Tree DFS
user5111,geometry;graph matchings,2,Min Cut;geometry;graph matchings;flows;2D DP
user5119,Distance Between Points;geometry;graph matchings,3,Line Intersection;Orientation Test;geometry;graph matchings;Distance Between Points
user5142,Bitmask Enumeration;Combinations;Fast Exponentiation;Permutations;Tree DFS;binary search;bitmasks;brute force;combinatorics;divide and conquer;games;graphs;math;number theory;probabilities;trees,16,games;trees;probabilities;combinatorics;number theory
user5156,,0,trees;Binary Lifting;ternary search;Sparse Table;dsu
user5167,,0,flows;shortest paths;dsu;Tree DFS;trees
user5187,Distance Between Points;Line Intersection;geometry,3,Line Intersection;geometry;Distance Between Points;Priority Queue;Knapsack
user5195,Backtracking;Brute Force Enumeration;Combinations;Divisors;GCD;Modular Arithmetic;Prime Factorization;Prime Sieve;Simulation;State Simulation;bitmasks;brute force;combinatorics;constructive algorithms;data structures;dsu;games;implementation;interactive;math;number theory,21,number theory;math;bitmasks;Prime Sieve;Bitmask Enumeration
user5198,flows;geometry,2,flows;Line Intersection;geometry;Distance Between Points;Priority Queue
user520,binary search,1,binary search;ternary search;constructive algorithms;string suffix structures;brute force
user5202,,0,graphs;dp;trees;dsu;hashing
user5204,Binary Search on Array;Bitmask Enumeration;Brute Force Enumeration;Fast Exponentiation;Hash Map;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;games;graphs;greedy;implementation;math;number theory;shortest paths;sortings;trees;two pointers,21,brute force;two pointers;data structures;bitmasks;binary search
user5210,Hash Map;Tree DFS;data structures;dsu;trees,5,trees;Tree DFS;Ordered Set;data structures;Hash Map
user5217,,0,flows;dsu;Hash Map;Knapsack;graphs
user522,,0,Tree DFS;Hash Map;hashing;graphs;Binary Search on Answer
user5235,Binary Lifting;Brute Force Enumeration;Connected Components;Dijkstra;Fenwick Tree;Graph Representation;Simulation;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;dsu;graphs;greedy;implementation;interactive;shortest paths;trees;two pointers,21,graphs;shortest paths;trees;divide and conquer;Binary Lifting
user5236,Max Flow,1,Max Flow;graph matchings;flows;Polygon Area;geometry
user5251,Convex Hull;Distance Between Points;Max Flow;Orientation Test;Polygon Area;flows;geometry,7,Orientation Test;Polygon Area;geometry;Convex Hull;Distance Between Points
user5254,divide and conquer;graphs,2,graphs;divide and conquer;2-sat;shortest paths;dp
user5259,flows,1,flows;graph matchings;Priority Queue;Bipartite Graph Check;geometry
user5274,,0,shortest paths;graphs;Connected Components;DFS;Tree DFS
user5276,geometry,1,Polygon Area;graph matchings;geometry;Distance Between Points;flows
user5288,Bitmask Enumeration;Monotonic Stack;bitmasks,3,Monotonic Stack;Bitmask Enumeration;bitmasks;dsu;Stack
user5303,flows;graph matchings,2,graph matchings;flows;2-sat;graphs;Connected Components
user533,Convex Hull;Line Intersection;geometry,3,geometry;Line Intersection;Polygon Area;Convex Hull;Coordinate Compression
user5332,,0,flows;Multiset;geometry;graph matchings;shortest paths
user5334,,0,Priority Queue;Ordered Set;dsu;interactive;2-sat
user5338,flows,1,flows;graph matchings;geometry;Distance Between Points;Priority Queue
user5356,Distance Between Points;Max Flow;geometry;graph matchings,4,Polygon Area;geometry;Max Flow;Distance Between Points;graph matchings
user536,geometry,1,geometry;Convex Hull;Max Flow;Distance Between Points;flows
user5373,,0,Max Flow;flows;2-sat;graph matchings;ternary search
user5397,Orientation Test;geometry,2,Orientation Test;geometry;graph matchings;Max Flow;flows
